playername,wardsplaced,wardskilled,controlwardsbought,visionscore,games_played,ward_placement_rate,ward_kill_rate,controlward_rate,visionscore_rate
Stunt,461,135,91,991,10,46.1,13.5,9.1,99.1
Sty1e,249,197,74,727,17,14.647058823529411,11.588235294117647,4.352941176470588,42.76470588235294
Sudzzi,163,79,62,482,20,8.15,3.95,3.1,24.1
Suffer,63,15,18,149,2,31.5,7.5,9.0,74.5
Sully,22,3,0,47,4,5.5,0.75,0.0,11.75
Summit,396,240,150,1122,33,12.0,7.2727272727272725,4.545454545454546,34.0
Sun eater,402,135,111,910,45,8.933333333333334,3.0,2.466666666666667,20.22222222222222
Sun1,51,11,19,93,4,12.75,2.75,4.75,23.25
Sunblast,354,131,186,865,27,13.11111111111111,4.851851851851852,6.888888888888889,32.03703703703704
Sunfry,1304,289,369,2676,28,46.57142857142857,10.321428571428571,13.178571428571429,95.57142857142857
Sunleaf,110,111,30,372,11,10.0,10.090909090909092,2.727272727272727,33.81818181818182
Supa,845,1013,189,2986,79,10.69620253164557,12.822784810126583,2.392405063291139,37.79746835443038
SuperCleber,666,178,258,1401,37,18.0,4.8108108108108105,6.972972972972973,37.86486486486486
Surdinz,30,15,2,86,5,6.0,3.0,0.4,17.2
Sushee,186,131,83,496,16,11.625,8.1875,5.1875,31.0
Sven,17,0,1,29,2,8.5,0.0,0.5,14.5
Sw3ry,2414,471,652,4756,44,54.86363636363637,10.704545454545455,14.818181818181818,108.0909090909091
Sweeho,129,88,56,415,15,8.6,5.866666666666666,3.7333333333333334,27.666666666666668
SweetMilk,1712,438,436,3413,32,53.5,13.6875,13.625,106.65625
SwiT,205,96,98,594,18,11.38888888888889,5.333333333333333,5.444444444444445,33.0
Sword,603,266,291,1421,43,14.023255813953488,6.186046511627907,6.767441860465116,33.04651162790697
Sylvie,950,776,863,3644,71,13.380281690140846,10.929577464788732,12.154929577464788,51.32394366197183
Syzyfek,692,451,221,1855,63,10.984126984126984,7.158730158730159,3.507936507936508,29.444444444444443
SzfyLan,258,85,79,560,7,36.857142857142854,12.142857142857142,11.285714285714286,80.0
Szygenda,901,578,295,2747,77,11.7012987012987,7.5064935064935066,3.831168831168831,35.675324675324674
TA0,10,16,9,56,2,5.0,8.0,4.5,28.0
TB Inside,16,1,1,26,2,8.0,0.5,0.5,13.0
TENG,517,120,166,990,7,73.85714285714286,17.142857142857142,23.714285714285715,141.42857142857142
TF Blade,591,218,129,1288,48,12.3125,4.541666666666667,2.6875,26.833333333333332
TF Temper,44,10,12,84,3,14.666666666666666,3.3333333333333335,4.0,28.0
THG Alex2,7,12,2,34,1,7.0,12.0,2.0,34.0
THG Soren2,12,7,7,43,1,12.0,7.0,7.0,43.0
TIMR,2651,598,590,5432,58,45.706896551724135,10.310344827586206,10.172413793103448,93.65517241379311
TNS,3548,1040,1145,7208,65,54.58461538461538,16.0,17.615384615384617,110.8923076923077
TQ,568,86,151,895,10,56.8,8.6,15.1,89.5
TSC Azu,17,5,1,32,2,8.5,2.5,0.5,16.0
TSC Ninji,13,4,0,23,2,6.5,2.0,0.0,11.5
TSC hammerul,7,12,7,38,2,3.5,6.0,3.5,19.0
TT,611,299,288,1477,42,14.547619047619047,7.119047619047619,6.857142857142857,35.166666666666664
Taba,321,275,282,1447,37,8.675675675675675,7.4324324324324325,7.621621621621622,39.108108108108105
Taco,43,8,21,105,4,10.75,2.0,5.25,26.25
Tactical,638,367,189,1513,42,15.19047619047619,8.738095238095237,4.5,36.023809523809526
Tada,116,16,23,197,12,9.666666666666666,1.3333333333333333,1.9166666666666667,16.416666666666668
Taeyoon,1615,1577,556,4942,116,13.922413793103448,13.594827586206897,4.793103448275862,42.60344827586207
Tahahy,2005,524,750,4010,37,54.189189189189186,14.162162162162161,20.27027027027027,108.37837837837837
Taicho,234,119,100,659,26,9.0,4.576923076923077,3.8461538461538463,25.346153846153847
Tails,11,5,2,29,1,11.0,5.0,2.0,29.0
Taiyaki,1510,390,450,3286,35,43.142857142857146,11.142857142857142,12.857142857142858,93.88571428571429
TakeSet,717,700,157,2289,53,13.528301886792454,13.20754716981132,2.9622641509433962,43.18867924528302
Taki,2905,658,760,5393,46,63.15217391304348,14.304347826086957,16.52173913043478,117.23913043478261
TalentLess,420,152,18,879,38,11.052631578947368,4.0,0.47368421052631576,23.13157894736842
Tamoz,280,106,50,671,26,10.76923076923077,4.076923076923077,1.9230769230769231,25.807692307692307
Tan0,6,7,5,33,1,6.0,7.0,5.0,33.0
Tangyuan,431,320,202,1334,31,13.903225806451612,10.32258064516129,6.516129032258065,43.03225806451613
Tao,415,147,97,962,36,11.527777777777779,4.083333333333333,2.6944444444444446,26.72222222222222
Targamas,5316,1648,1403,11462,93,57.16129032258065,17.72043010752688,15.086021505376344,123.24731182795699
Tarzan,1739,1602,1478,7559,144,12.07638888888889,11.125,10.26388888888889,52.49305555555556
Tasteless,1958,344,518,3871,40,48.95,8.6,12.95,96.775
Tatsu,77,105,64,436,11,7.0,9.545454545454545,5.818181818181818,39.63636363636363
Tatu,594,706,486,2968,61,9.737704918032787,11.573770491803279,7.967213114754099,48.65573770491803
Taxvig,44,76,39,293,11,4.0,6.909090909090909,3.5454545454545454,26.636363636363637
Tayron,200,65,28,440,20,10.0,3.25,1.4,22.0
Tayto,58,21,25,146,6,9.666666666666666,3.5,4.166666666666667,24.333333333333332
Tazaku,38,16,7,92,3,12.666666666666666,5.333333333333333,2.3333333333333335,30.666666666666668
Tea0r,113,33,2,218,11,10.272727272727273,3.0,0.18181818181818182,19.818181818181817
TeaZing,140,33,12,291,3,46.666666666666664,11.0,4.0,97.0
Techoteco,249,364,176,1491,39,6.384615384615385,9.333333333333334,4.512820512820513,38.23076923076923
Teddy,1197,855,329,3275,76,15.75,11.25,4.328947368421052,43.0921052631579
Telas,1250,269,243,2481,22,56.81818181818182,12.227272727272727,11.045454545454545,112.77272727272727
Tele,31,25,5,83,3,10.333333333333334,8.333333333333334,1.6666666666666667,27.666666666666668
Tempester,1107,596,592,2848,89,12.438202247191011,6.696629213483146,6.651685393258427,32.0
TenT,304,208,28,752,43,7.069767441860465,4.837209302325581,0.6511627906976745,17.488372093023255
Tenacity,94,47,23,227,8,11.75,5.875,2.875,28.375
Tenshi,105,48,28,221,11,9.545454545454545,4.363636363636363,2.5454545454545454,20.09090909090909
Termo,25,9,10,45,2,12.5,4.5,5.0,22.5
Thanatos,501,382,241,1702,51,9.823529411764707,7.490196078431373,4.7254901960784315,33.372549019607845
ThayT,116,149,112,540,9,12.88888888888889,16.555555555555557,12.444444444444445,60.0
Thayger,735,941,577,3891,89,8.258426966292134,10.573033707865168,6.48314606741573,43.71910112359551
The Mountain,210,134,73,644,28,7.5,4.785714285714286,2.607142857142857,23.0
TheGreatGary,253,67,94,549,22,11.5,3.0454545454545454,4.2727272727272725,24.954545454545453
TheHank,460,121,147,911,7,65.71428571428571,17.285714285714285,21.0,130.14285714285714
TheSerius,412,114,77,860,31,13.290322580645162,3.6774193548387095,2.4838709677419355,27.741935483870968
TheShy,1161,604,409,3277,107,10.850467289719626,5.644859813084112,3.822429906542056,30.626168224299064
Theocacs,705,689,621,3129,70,10.071428571428571,9.842857142857143,8.871428571428572,44.7
Thien,145,103,82,470,14,10.357142857142858,7.357142857142857,5.857142857142857,33.57142857142857
Thomas,2684,641,534,5475,50,53.68,12.82,10.68,109.5
Thominhas,494,83,142,866,9,54.888888888888886,9.222222222222221,15.777777777777779,96.22222222222223
Thor,35,11,12,87,3,11.666666666666666,3.6666666666666665,4.0,29.0
Thorfin,47,35,37,180,5,9.4,7.0,7.4,36.0
Thoryn,109,48,48,285,9,12.11111111111111,5.333333333333333,5.333333333333333,31.666666666666668
Thumb,1027,351,314,2101,19,54.05263157894737,18.473684210526315,16.526315789473685,110.57894736842105
ThunderPeng,228,55,36,516,5,45.6,11.0,7.2,103.2
Tian,1266,1357,1092,5714,107,11.83177570093458,12.682242990654206,10.205607476635514,53.401869158878505
Tianzhen,153,107,137,569,13,11.76923076923077,8.23076923076923,10.538461538461538,43.76923076923077
Tibor,568,272,147,1461,49,11.591836734693878,5.551020408163265,3.0,29.816326530612244
Tide,33,33,10,92,3,11.0,11.0,3.3333333333333335,30.666666666666668
Tiesel,8,5,3,17,1,8.0,5.0,3.0,17.0
Tiger,52,23,12,137,2,26.0,11.5,6.0,68.5
Tigrot,814,204,211,1602,15,54.266666666666666,13.6,14.066666666666666,106.8
Tima,95,153,88,676,18,5.277777777777778,8.5,4.888888888888889,37.55555555555556
Time,472,422,384,2039,50,9.44,8.44,7.68,40.78
Tiphat,264,242,224,1092,26,10.153846153846153,9.307692307692308,8.615384615384615,42.0
TitaN,763,718,272,2439,48,15.895833333333334,14.958333333333334,5.666666666666667,50.8125
Tiwaz,106,33,33,220,2,53.0,16.5,16.5,110.0
Toasty,247,134,86,632,19,13.0,7.052631578947368,4.526315789473684,33.26315789473684
Toayin,41,13,10,88,2,20.5,6.5,5.0,44.0
Tobi,69,58,62,273,7,9.857142857142858,8.285714285714286,8.857142857142858,39.0
Tochas,1554,404,355,3151,29,53.58620689655172,13.931034482758621,12.241379310344827,108.65517241379311
Tockimo,4768,816,1227,8853,78,61.12820512820513,10.461538461538462,15.73076923076923,113.5
Today,531,136,163,1017,9,59.0,15.11111111111111,18.11111111111111,113.0
Toffe,349,208,205,931,29,12.03448275862069,7.172413793103448,7.068965517241379,32.10344827586207
TolanD,227,159,114,697,16,14.1875,9.9375,7.125,43.5625
Tomio,346,493,259,2086,42,8.238095238095237,11.738095238095237,6.166666666666667,49.666666666666664
Tommy,11,2,0,20,2,5.5,1.0,0.0,10.0
Tomo,429,323,125,1148,35,12.257142857142858,9.228571428571428,3.5714285714285716,32.8
Tomrio,492,412,443,1876,37,13.297297297297296,11.135135135135135,11.972972972972974,50.7027027027027
Tomson,27,8,8,59,2,13.5,4.0,4.0,29.5
ToongE,961,665,356,2594,69,13.927536231884059,9.63768115942029,5.159420289855072,37.594202898550726
TopLop,1893,508,460,3861,35,54.08571428571429,14.514285714285714,13.142857142857142,110.31428571428572
Torak,117,53,30,266,9,13.0,5.888888888888889,3.3333333333333335,29.555555555555557
Tore,634,173,115,1454,12,52.833333333333336,14.416666666666666,9.583333333333334,121.16666666666667
Tory,121,71,71,369,14,8.642857142857142,5.071428571428571,5.071428571428571,26.357142857142858
Totoro,120,19,29,192,2,60.0,9.5,14.5,96.0
Toumes,310,150,100,802,43,7.209302325581396,3.488372093023256,2.3255813953488373,18.651162790697676
Toxy,43,8,18,85,4,10.75,2.0,4.5,21.25
Tozue,5,0,1,8,1,5.0,0.0,1.0,8.0
Tracyn,721,327,281,2075,80,9.0125,4.0875,3.5125,25.9375
Trashy,18,16,18,86,2,9.0,8.0,9.0,43.0
Treatz,2401,353,481,4466,45,53.355555555555554,7.844444444444444,10.688888888888888,99.24444444444444
Trick,23,18,22,79,2,11.5,9.0,11.0,39.5
Trigger,657,616,164,2062,58,11.327586206896552,10.620689655172415,2.8275862068965516,35.55172413793103
Trigo,742,509,257,2029,46,16.130434782608695,11.065217391304348,5.586956521739131,44.108695652173914
Trila,488,582,398,2569,68,7.176470588235294,8.558823529411764,5.852941176470588,37.779411764705884
Tropy16,336,136,11,738,38,8.842105263157896,3.5789473684210527,0.2894736842105263,19.42105263157895
Trymbi,2036,523,457,4262,39,52.205128205128204,13.41025641025641,11.717948717948717,109.28205128205128
Tsiperakos,721,294,140,1680,59,12.220338983050848,4.983050847457627,2.3728813559322033,28.47457627118644
Tuercas,168,71,45,407,16,10.5,4.4375,2.8125,25.4375
Tumay,190,118,173,688,17,11.176470588235293,6.9411764705882355,10.176470588235293,40.470588235294116
Turtle,136,63,59,357,12,11.333333333333334,5.25,4.916666666666667,29.75
Tutsz,685,443,380,1982,61,11.229508196721312,7.262295081967213,6.229508196721311,32.49180327868852
Twendddy,23,3,0,39,3,7.666666666666667,1.0,0.0,13.0
Twiizt,2301,483,585,4646,43,53.51162790697674,11.232558139534884,13.604651162790697,108.04651162790698
Ty,38,72,49,255,6,6.333333333333333,12.0,8.166666666666666,42.5
Typhoon,538,606,463,2751,60,8.966666666666667,10.1,7.716666666666667,45.85
Tyr,606,94,151,1194,13,46.61538461538461,7.230769230769231,11.615384615384615,91.84615384615384
Tyrion,109,100,74,435,10,10.9,10.0,7.4,43.5
Tyrone,77,35,22,168,8,9.625,4.375,2.75,21.0
UNF0RGIVEN,460,254,84,1026,40,11.5,6.35,2.1,25.65
Ucal,1008,576,340,2657,79,12.759493670886076,7.291139240506329,4.30379746835443,33.63291139240506
UmTi,481,425,407,1961,41,11.731707317073171,10.365853658536585,9.926829268292684,47.829268292682926
Unchained,61,23,9,143,5,12.2,4.6,1.8,28.6
Undefined,1707,358,384,3343,32,53.34375,11.1875,12.0,104.46875
Unforgiven,195,178,161,884,20,9.75,8.9,8.05,44.2
Unicow,101,44,27,225,10,10.1,4.4,2.7,22.5
UniqueCORN,391,151,75,855,36,10.86111111111111,4.194444444444445,2.0833333333333335,23.75
Unkn0wn5,588,515,122,1741,59,9.966101694915254,8.728813559322035,2.0677966101694913,29.508474576271187
Upset,963,552,208,2345,64,15.046875,8.625,3.25,36.640625
Urban,875,306,164,2080,20,43.75,15.3,8.2,104.0
Urgaleex,267,115,21,620,24,11.125,4.791666666666667,0.875,25.833333333333332
V1dde,11,1,2,16,1,11.0,1.0,2.0,16.0
V1per,103,45,11,214,10,10.3,4.5,1.1,21.4
VEL BEEHIV3,115,28,53,239,9,12.777777777777779,3.111111111111111,5.888888888888889,26.555555555555557
VEL Lambda,68,64,33,250,9,7.555555555555555,7.111111111111111,3.6666666666666665,27.77777777777778
VEL Skinny,83,114,73,409,9,9.222222222222221,12.666666666666666,8.11111111111111,45.44444444444444
VEL fuki,375,83,120,769,9,41.666666666666664,9.222222222222221,13.333333333333334,85.44444444444444
VEL tetu,71,60,14,207,9,7.888888888888889,6.666666666666667,1.5555555555555556,23.0
VER Tayron,15,4,3,34,2,7.5,2.0,1.5,17.0
VG Misuop,181,46,46,370,4,45.25,11.5,11.5,92.5
VG dd1,41,35,26,182,4,10.25,8.75,6.5,45.5
VG thoc,67,30,28,165,4,16.75,7.5,7.0,41.25
VK EMPTY2,223,30,57,407,5,44.6,6.0,11.4,81.4
VK Eria,113,46,32,286,5,22.6,9.2,6.4,57.2
VK Fantasyleaf,165,52,65,414,18,9.166666666666666,2.888888888888889,3.611111111111111,23.0
VK Jmicta,486,342,346,1610,37,13.135135135135135,9.243243243243244,9.35135135135135,43.513513513513516
VK Sag1rii,320,68,95,628,6,53.333333333333336,11.333333333333334,15.833333333333334,104.66666666666667
VK motimotti11,364,298,89,1058,38,9.578947368421053,7.842105263157895,2.3421052631578947,27.842105263157894
VK peakey,387,77,97,793,10,38.7,7.7,9.7,79.3
VK udon,86,64,20,304,10,8.6,6.4,2.0,30.4
VK velbellys,382,167,185,951,34,11.235294117647058,4.911764705882353,5.4411764705882355,27.970588235294116
VLY Ryo,38,52,39,213,6,6.333333333333333,8.666666666666666,6.5,35.5
VLY hachim1,23,13,11,94,3,7.666666666666667,4.333333333333333,3.6666666666666665,31.333333333333332
VLY tetu,23,12,6,56,3,7.666666666666667,4.0,2.0,18.666666666666668
VOPI,28,2,0,51,4,7.0,0.5,0.0,12.75
VR Alucard,29,8,0,57,3,9.666666666666666,2.6666666666666665,0.0,19.0
VR HighPing,38,7,12,70,3,12.666666666666666,2.3333333333333335,4.0,23.333333333333332
VR Omen,29,8,5,50,3,9.666666666666666,2.6666666666666665,1.6666666666666667,16.666666666666668
VT Magus,713,199,204,1473,15,47.53333333333333,13.266666666666667,13.6,98.2
VT Nangning,257,89,133,578,18,14.277777777777779,4.944444444444445,7.388888888888889,32.111111111111114
VT saru,299,121,90,687,18,16.61111111111111,6.722222222222222,5.0,38.166666666666664
VaSKED,1508,367,362,3022,26,58.0,14.115384615384615,13.923076923076923,116.23076923076923
Valehir,303,87,73,671,7,43.285714285714285,12.428571428571429,10.428571428571429,95.85714285714286
Valenjin,207,43,30,417,5,41.4,8.6,6.0,83.4
Vampire,6965,1556,2179,13482,116,60.043103448275865,13.413793103448276,18.78448275862069,116.22413793103448
Van,279,237,203,1118,27,10.333333333333334,8.777777777777779,7.518518518518518,41.407407407407405
Vander,853,176,229,1689,15,56.86666666666667,11.733333333333333,15.266666666666667,112.6
Vares,144,65,35,352,14,10.285714285714286,4.642857142857143,2.5,25.142857142857142
Varin,607,147,224,1254,14,43.357142857142854,10.5,16.0,89.57142857142857
Varry,607,216,205,1260,39,15.564102564102564,5.538461538461538,5.256410256410256,32.30769230769231
Vasco,848,418,322,2079,74,11.45945945945946,5.648648648648648,4.351351351351352,28.094594594594593
Vaynedeta,572,531,146,1819,57,10.035087719298245,9.31578947368421,2.56140350877193,31.912280701754387
Vayzer,17,5,6,33,2,8.5,2.5,3.0,16.5
VeRu,46,12,11,89,5,9.2,2.4,2.2,17.8
Veignorem,3447,869,889,6838,53,65.0377358490566,16.39622641509434,16.77358490566038,129.0188679245283
Velja,701,750,465,3506,82,8.548780487804878,9.146341463414634,5.670731707317073,42.75609756097561
Venour,856,328,326,2259,75,11.413333333333334,4.373333333333333,4.346666666666667,30.12
Verdes,76,21,21,155,7,10.857142857142858,3.0,3.0,22.142857142857142
Vertigo,610,193,175,1370,45,13.555555555555555,4.288888888888889,3.888888888888889,30.444444444444443
Vetheo,726,619,256,2432,55,13.2,11.254545454545454,4.654545454545454,44.21818181818182
VfB Baumi,26,14,4,68,3,8.666666666666666,4.666666666666667,1.3333333333333333,22.666666666666668
VicLa,1099,554,554,2596,76,14.460526315789474,7.2894736842105265,7.2894736842105265,34.1578947368421
Viciun,975,265,284,1967,22,44.31818181818182,12.045454545454545,12.909090909090908,89.4090909090909
VietThanh,78,29,34,185,7,11.142857142857142,4.142857142857143,4.857142857142857,26.428571428571427
Vigil,509,258,176,1244,43,11.837209302325581,6.0,4.093023255813954,28.930232558139537
Vikes,40,5,2,67,4,10.0,1.25,0.5,16.75
Vin,340,186,160,1009,34,10.0,5.470588235294118,4.705882352941177,29.676470588235293
Vincenzo,1199,1272,1074,5422,107,11.205607476635514,11.88785046728972,10.037383177570094,50.67289719626168
Vinicete,38,60,24,229,6,6.333333333333333,10.0,4.0,38.166666666666664
Violet,176,152,32,497,18,9.777777777777779,8.444444444444445,1.7777777777777777,27.61111111111111
Viper,1737,1398,436,4891,119,14.596638655462185,11.747899159663865,3.6638655462184873,41.10084033613445
VirusFx,512,301,152,1252,32,16.0,9.40625,4.75,39.125
Visdom,4369,894,1114,8258,75,58.25333333333333,11.92,14.853333333333333,110.10666666666667
Vit,134,90,39,348,10,13.4,9.0,3.9,34.8
Vizicsacsi,888,232,265,1925,56,15.857142857142858,4.142857142857143,4.732142857142857,34.375
Vizzpers,155,90,23,337,18,8.61111111111111,5.0,1.2777777777777777,18.72222222222222
Vladi,1361,687,548,3368,93,14.634408602150538,7.387096774193548,5.89247311827957,36.215053763440864
Vlaren,1320,394,302,2985,33,40.0,11.93939393939394,9.151515151515152,90.45454545454545
Vodin,177,69,9,423,21,8.428571428571429,3.2857142857142856,0.42857142857142855,20.142857142857142
Void,50,22,10,111,5,10.0,4.4,2.0,22.2
Vojtus,12,11,4,40,2,6.0,5.5,2.0,20.0
Vulcan,2809,617,768,5722,51,55.07843137254902,12.098039215686274,15.058823529411764,112.19607843137256
Vuxan,111,77,93,441,14,7.928571428571429,5.5,6.642857142857143,31.5
Vyctor,302,113,120,682,24,12.583333333333334,4.708333333333333,5.0,28.416666666666668
Vzz,749,362,185,1670,62,12.080645161290322,5.838709677419355,2.9838709677419355,26.93548387096774
WAP Pinut,10,4,5,22,1,10.0,4.0,5.0,22.0
WAP Trick5ht,5,0,2,8,1,5.0,0.0,2.0,8.0
WAP Xia0,27,1,7,45,1,27.0,1.0,7.0,45.0
WARANGELUS,257,162,107,740,23,11.173913043478262,7.043478260869565,4.6521739130434785,32.17391304347826
WCD,40,10,15,82,3,13.333333333333334,3.3333333333333335,5.0,27.333333333333332
WNTR,488,111,104,952,38,12.842105263157896,2.9210526315789473,2.736842105263158,25.05263157894737
WP rcg,55,32,23,141,3,18.333333333333332,10.666666666666666,7.666666666666667,47.0
WT whisper,13,12,32,67,2,6.5,6.0,16.0,33.5
WachonBB,67,14,21,134,2,33.5,7.0,10.5,67.0
Wako,499,446,166,1566,39,12.794871794871796,11.435897435897436,4.256410256410256,40.15384615384615
WalliR,539,237,85,1230,65,8.292307692307693,3.646153846153846,1.3076923076923077,18.923076923076923
Wamu,470,167,173,1187,36,13.055555555555555,4.638888888888889,4.805555555555555,32.97222222222222
WarShogun,9,11,4,40,2,4.5,5.5,2.0,20.0
Warner,413,332,205,1345,41,10.073170731707316,8.097560975609756,5.0,32.80487804878049
Warrior,158,61,51,375,15,10.533333333333333,4.066666666666666,3.4,25.0
Washidai,609,185,273,1393,53,11.49056603773585,3.490566037735849,5.150943396226415,26.28301886792453
Wasteland,108,47,64,301,11,9.818181818181818,4.2727272727272725,5.818181818181818,27.363636363636363
Waterbender,83,57,9,234,9,9.222222222222221,6.333333333333333,1.0,26.0
Watket,405,97,94,817,8,50.625,12.125,11.75,102.125
Way,5073,1157,1544,10057,91,55.747252747252745,12.714285714285714,16.967032967032967,110.51648351648352
Wayne,1199,691,424,2902,87,13.781609195402298,7.942528735632184,4.873563218390805,33.35632183908046
WeeDnek,90,48,61,276,14,6.428571428571429,3.4285714285714284,4.357142857142857,19.714285714285715
Wei,871,760,750,3650,69,12.623188405797102,11.014492753623188,10.869565217391305,52.89855072463768
Weiwei,185,178,144,771,16,11.5625,11.125,9.0,48.1875
Weizhe,468,304,194,1477,55,8.50909090909091,5.527272727272727,3.5272727272727273,26.854545454545455
Wenbo,49,19,23,115,4,12.25,4.75,5.75,28.75
Wendel,633,164,145,1340,13,48.69230769230769,12.615384615384615,11.153846153846153,103.07692307692308
Wenjian,60,47,47,255,8,7.5,5.875,5.875,31.875
Whale,41,31,6,118,4,10.25,7.75,1.5,29.5
Whip,777,201,200,1483,65,11.953846153846154,3.0923076923076924,3.076923076923077,22.815384615384616
Whistle,469,282,216,1386,47,9.97872340425532,6.0,4.595744680851064,29.48936170212766
White,641,654,551,2898,63,10.174603174603174,10.380952380952381,8.746031746031745,46.0
WhiteKnight,1603,340,535,3101,100,16.03,3.4,5.35,31.01
Whynot,80,87,60,401,9,8.88888888888889,9.666666666666666,6.666666666666667,44.55555555555556
Whyx,656,191,145,1569,15,43.733333333333334,12.733333333333333,9.666666666666666,104.6
Wicked,365,149,58,823,42,8.69047619047619,3.5476190476190474,1.380952380952381,19.595238095238095
Wiker,15,15,5,44,2,7.5,7.5,2.5,22.0
Wildenbruch,4011,1022,896,8543,77,52.09090909090909,13.272727272727273,11.636363636363637,110.94805194805195
Will,142,170,116,699,15,9.466666666666667,11.333333333333334,7.733333333333333,46.6
Willer,1033,640,661,3512,71,14.549295774647888,9.014084507042254,9.309859154929578,49.46478873239437
Wilson,407,472,330,1965,44,9.25,10.727272727272727,7.5,44.65909090909091
Wind1,395,158,137,1022,44,8.977272727272727,3.590909090909091,3.1136363636363638,23.227272727272727
Wingate,59,47,51,218,8,7.375,5.875,6.375,27.25
Wink,3224,592,951,5899,50,64.48,11.84,19.02,117.98
Winner,1189,1002,955,4783,95,12.51578947368421,10.547368421052632,10.052631578947368,50.34736842105263
Winsome,1223,270,299,2372,19,64.36842105263158,14.210526315789474,15.736842105263158,124.84210526315789
Wiz,381,433,321,1887,35,10.885714285714286,12.371428571428572,9.17142857142857,53.91428571428571
Wizer,601,357,283,1781,48,12.520833333333334,7.4375,5.895833333333333,37.104166666666664
Woldjo,166,135,113,663,21,7.904761904761905,6.428571428571429,5.380952380952381,31.571428571428573
Wolfy,37,11,22,74,3,12.333333333333334,3.6666666666666665,7.333333333333333,24.666666666666668
Wolorz,161,75,42,397,17,9.470588235294118,4.411764705882353,2.4705882352941178,23.352941176470587
Woody,4107,959,1173,8055,71,57.84507042253521,13.507042253521126,16.52112676056338,113.45070422535211
Woolite,929,669,206,2512,77,12.064935064935066,8.688311688311689,2.675324675324675,32.62337662337662
Worst,302,99,39,587,26,11.615384615384615,3.8076923076923075,1.5,22.576923076923077
Worthless,125,94,19,332,12,10.416666666666666,7.833333333333333,1.5833333333333333,27.666666666666668
Wos,540,104,192,986,9,60.0,11.555555555555555,21.333333333333332,109.55555555555556
WouLou,8,5,1,23,1,8.0,5.0,1.0,23.0
Wrongo,866,197,254,1736,16,54.125,12.3125,15.875,108.5
Wuanted,36,103,36,342,9,4.0,11.444444444444445,4.0,38.0
Wuis,2545,441,583,5005,51,49.90196078431372,8.647058823529411,11.431372549019608,98.13725490196079
Wunder,21,1,2,36,2,10.5,0.5,1.0,18.0
Xagog,558,856,467,3389,77,7.246753246753247,11.116883116883116,6.064935064935065,44.01298701298701
Xavi,696,165,132,1422,15,46.4,11.0,8.8,94.8
Xavian,12,2,0,18,2,6.0,1.0,0.0,9.0
Xay,96,66,31,271,8,12.0,8.25,3.875,33.875
Xayoo,91,65,18,290,13,7.0,5.0,1.3846153846153846,22.307692307692307
XeRone,353,248,88,911,45,7.844444444444444,5.511111111111111,1.9555555555555555,20.244444444444444
Xeanny,14,4,5,31,2,7.0,2.0,2.5,15.5
Xelar,14,10,1,38,2,7.0,5.0,0.5,19.0
Xen0gan,138,37,55,295,12,11.5,3.0833333333333335,4.583333333333333,24.583333333333332
Xeonerr,569,662,444,2724,60,9.483333333333333,11.033333333333333,7.4,45.4
XerRay,923,193,232,1934,20,46.15,9.65,11.6,96.7
Xerxe,473,537,389,2486,54,8.75925925925926,9.944444444444445,7.203703703703703,46.03703703703704
Xiang,35,30,11,101,3,11.666666666666666,10.0,3.6666666666666665,33.666666666666664
Xiao,56,43,9,152,5,11.2,8.6,1.8,30.4
XiaoXiang,193,76,100,423,14,13.785714285714286,5.428571428571429,7.142857142857143,30.214285714285715
XiaoYang,19,19,3,51,2,9.5,9.5,1.5,25.5
Xiaohao,566,581,444,2544,50,11.32,11.62,8.88,50.88
Xiaohu,1196,977,570,4040,107,11.177570093457945,9.130841121495328,5.327102803738318,37.757009345794394
Xiaomi,99,58,91,400,11,9.0,5.2727272727272725,8.272727272727273,36.36363636363637
Xiaorui,43,27,12,100,3,14.333333333333334,9.0,4.0,33.333333333333336
Xiaoxia,3414,525,927,5723,50,68.28,10.5,18.54,114.46
Xiaoxu,764,242,269,1776,55,13.89090909090909,4.4,4.890909090909091,32.29090909090909
Xico,450,179,149,969,31,14.516129032258064,5.774193548387097,4.806451612903226,31.258064516129032
Xicor,491,313,144,1155,36,13.63888888888889,8.694444444444445,4.0,32.083333333333336
Xin,490,404,370,2073,52,9.423076923076923,7.769230769230769,7.115384615384615,39.86538461538461
Xinshou1,106,88,90,398,14,7.571428571428571,6.285714285714286,6.428571428571429,28.428571428571427
XnS,565,607,446,2875,66,8.56060606060606,9.196969696969697,6.757575757575758,43.56060606060606
Xun,976,1109,827,4857,107,9.121495327102803,10.36448598130841,7.728971962616822,45.39252336448598
YSKM,921,295,170,1959,83,11.096385542168674,3.5542168674698793,2.0481927710843375,23.602409638554217
YYG MAO,327,104,29,687,33,9.909090909090908,3.1515151515151514,0.8787878787878788,20.818181818181817
YYG Magus,950,213,295,1886,21,45.23809523809524,10.142857142857142,14.047619047619047,89.80952380952381
YYG Tory,42,27,23,127,6,7.0,4.5,3.8333333333333335,21.166666666666668
YYG hourosummer,135,90,39,362,12,11.25,7.5,3.25,30.166666666666668
Yaavi,130,80,24,330,14,9.285714285714286,5.714285714285714,1.7142857142857142,23.571428571428573
Yakkey,499,247,130,1129,42,11.880952380952381,5.880952380952381,3.0952380952380953,26.88095238095238
YamatoCannon,7,1,0,12,1,7.0,1.0,0.0,12.0
