playername,kills,deaths,assists,damagetochampions,dpm,visionscore,totalgold
NCP Lchallenge,12,53,140,95813,224.51177500000003,1389,101623
NCP Nangning,69,34,83,337324,803.4788416666667,450,160395
NCP Sassappel,30,51,104,134834,317.00918333333334,393,131212
NCP saru,54,45,75,296151,664.57445,368,173793
NF Albino Poro,0,7,25,9010,122.22566666666667,200,16727
NF Erika,6,14,12,40714,536.8538666666667,46,25228
NF Geraldes,7,0,12,20669,759.8897,17,11513
NF LEVIATAN,6,5,13,43464,595.2943,63,27683
NF Oshii,5,17,10,47774,483.56525,79,34851
NF Saibotbias,5,14,9,19575,381.15605,31,17057
NF saibotbias,11,8,16,41049,532.8119333333333,67,26491
NGU Kairi1,4,8,34,16219,224.33190000000002,273,21864
NGU Kngo1,10,14,22,79124,1082.849,79,29012
NGU PeterL,27,17,25,114544,852.64375,139,58391
NGU Seebulabu1,3,26,45,27401,206.903525,471,32535
NGU Slowz1,27,18,24,118831,876.4553,170,65117
NGU Souma,10,13,24,73449,541.7037499999999,171,49172
NGU Warrior1,18,26,45,95456,520.6626833333333,136,67766
NGX Bey0nd,2,5,6,16462,533.0383,13,9330
NGX Tricky,14,11,15,30730,573.036,52,19912
NOMA,103,105,186,625636,779.0890730769231,670,322719
NSA Achael,12,26,10,73885,729.283675,56,35662
NSA Bada,7,16,13,51833,471.55897500000003,84,38739
NSA Chien,6,14,10,57659,551.082325,80,39303
NSA Namsi,2,23,23,26873,264.96565,326,23867
NT Ripper1,3,10,10,44898,780.05285,50,21377
Naak Nako,114,130,178,788128,618.7467378378378,1166,496519
Nacho,5,11,12,26440,415.78499999999997,71,22885
Nade,11,64,148,105840,257.9528307692308,1330,101575
Nafkelah,285,123,444,1407185,817.2100777777778,1607,743091
NaiNa,103,72,197,500577,718.6911409090909,600,276628
Nainess,1,9,6,9918,163.39085,74,18342
Naitz,66,64,112,520617,709.1634545454546,680,290152
Namgung,63,368,955,683629,226.32639263157895,11657,754326
Namsi,25,199,379,225136,187.49926829268293,4460,295662
Nan0,234,198,407,1525567,734.69091875,2064,835018
Nanaue,166,143,215,891966,707.84268,1214,520846
Nanchuco,121,131,124,593055,602.3788066666667,576,387326
Nannini,41,32,83,284995,698.1693,343,166964
Naros,23,5,17,59370,965.9516000000001,50,31663
Narttaker,24,17,38,131448,654.9180571428572,152,77544
Nary,48,59,109,308841,514.9156105263158,424,214968
Nash,40,155,465,240467,178.46748048780486,4773,341230
Nasser,28,48,65,126691,344.9234333333333,485,118411
Nasut,17,50,35,109773,481.6900142857143,162,72900
Nata,97,51,110,475826,774.8730666666667,588,258718
NattyNatt,55,70,176,287621,471.70178333333337,741,212960
Naviah,165,117,228,947571,826.1549,1179,483385
Nawa,151,73,197,754412,717.1864516129032,1023,445555
Nawaf,245,165,316,1111301,674.3381519999999,1440,694905
Neadz,80,48,96,386405,1048.988275,274,182408
Necro,45,29,72,215667,593.3731333333334,221,147755
Nekro,5,14,10,20908,385.6723,52,18380
Nemesis,363,185,635,1880213,729.8742707317073,2215,1152632
Nenad,236,145,211,983676,654.969906122449,920,651521
Neo,51,45,70,226968,790.06088,309,130641
Neon,268,156,354,1273196,785.0456816326531,1575,718134
Neramin,290,134,252,969852,685.7932813953489,745,656880
Nerion,98,182,229,412794,322.6116666666667,1669,411287
Nero,88,96,278,430732,413.977465625,1525,366268
Nestea,65,54,102,304238,692.6926066666667,341,165386
Nesty,174,179,347,645669,592.5421567567568,1172,423953
Netuno,196,61,230,886241,686.4943891891892,1250,559111
Nevid,247,298,392,1636456,777.9689132352942,1616,838691
Nia,39,25,58,155088,718.425975,216,92786
Nice Guy Ben,104,211,233,961198,605.9516857142858,1066,620765
NightSlayer,180,170,318,1171915,595.1434606557377,1546,743172
Nightmares,1,7,63,27533,269.0218,294,26633
Nightstar,7,14,24,77758,574.861725,82,49663
Niket,19,179,478,270499,177.93097826086955,5532,366813
Nikiyas,175,93,211,828363,717.7388500000001,924,485106
Nikolex,113,147,287,522929,518.7058787878788,1185,370557
Nille,190,153,342,1019158,586.4394944444444,1655,686153
Ninefog,46,24,61,222523,785.1669999999999,367,120138
NinjaKiwi,136,71,198,779552,739.4247200000001,1156,447388
Ninji,16,32,32,102012,543.3140999999999,97,63459
Nino,78,118,154,546298,540.6280483870968,834,370011
Ninten,9,41,76,100246,307.24019999999996,727,89204
Nio,69,227,540,339421,286.0432725,3737,335845
Niqkl,18,18,19,60221,542.653225,60,42915
Nisqy,22,103,200,153929,218.25584761904761,2521,170488
Nite,7,12,6,28886,540.04395,33,20022
Nitz,41,47,58,259797,705.717025,358,140459
NoDu,9,47,113,77749,205.58892307692307,1106,90385
NoName,134,169,454,805600,464.20440192307694,2181,598084
NoWay,164,119,255,985878,790.7428289473685,1035,522371
Noah,223,109,229,1235189,730.4272285714286,1936,736544
Nobody,19,11,17,77943,766.1029,105,42652
Nomi,71,29,62,333031,781.0552846153846,321,190719
Noodle,239,192,467,947132,532.2134684210527,1786,650838
Norwegian,362,184,509,1281130,738.0157821428572,2008,726488
Notiko,167,99,191,792267,683.5125685714286,917,489821
Nottingham,3,19,41,26246,221.61484000000002,388,28240
Nova,10,60,153,77466,160.70531875,1358,113722
NowFin,33,40,66,115656,433.6432888888889,303,100433
Noz2k,303,190,450,1852609,708.7191833333333,2763,1096985
Nsurr,33,217,534,308237,205.07445957446808,5539,382736
NuQ,243,244,429,1286340,631.0515596774194,1913,780493
Nukez,21,76,164,133542,205.70774999999998,1791,152300
NvN,32,57,97,236217,568.2401076923077,246,156747
Nyx,82,138,232,448923,401.24334,1543,372711
ODD Chomp,5,10,6,35588,569.0611,62,18866
ODD Miracle2,1,8,34,17393,255.7315,211,16430
ODD WhiteWolf,2,8,5,18155,370.89895,34,16061
OMON,331,234,534,1873914,687.8831337662338,2487,1118015
ON,135,544,1698,1088241,239.48748723404253,17256,1195085
ONLY,471,204,401,1879249,853.1956926470588,1590,965156
OTS Creepano,5,4,6,15799,552.0909,19,12805
OTS Silk2,7,1,9,25602,944.1426,20,12261
OUAT kkero,1,15,36,17997,168.03920000000002,331,23929
OWLONSKY,81,55,174,290073,495.57750555555555,801,217564
Obstinatus,27,121,331,202793,188.3411303030303,3912,272060
Oceann,19,45,56,159742,474.75599,304,116357
Oda,2,4,21,20899,338.3972,106,23054
OddEye,431,177,510,1747084,858.8155545454546,2150,933389
Oddielan,57,80,217,343920,354.1770793103448,1292,331138
Odessa,31,86,278,198784,267.3327318181818,2094,199152
Odi11,309,133,312,1418855,833.3335773584906,1153,744469
Oguzkhan,28,20,88,118482,486.6398,294,94902
OkerumoN,53,247,442,483840,344.76186976744185,4432,360626
Oleg,176,161,339,832007,560.0761133333333,1653,560302
Oner,438,300,970,1846304,499.20917777777777,5733,1434977
Only35,23,158,438,260906,175.02763636363636,5193,358582
Opeduy,84,66,110,446188,644.0958952380953,520,282168
Ophelia,34,50,56,318384,712.5214714285714,465,169990
Orca,101,199,654,541119,321.5218309090909,5955,471894
OrthoZero,18,108,204,133205,201.18247000000002,2041,155518
Osaki,43,198,557,330456,207.75077647058825,4843,397050
Oscarinin,160,182,399,1212560,571.549825,1805,806429
Osman123,166,180,402,607445,389.3233869565218,2533,562758
Ouzi,52,38,64,214663,790.3125333333332,251,118580
OvO,15,70,218,106183,237.43062666666668,1489,118154
OverT1me,18,119,145,132334,270.45917777777777,1535,121983
Overpow,58,44,91,413593,794.7002066666666,336,194489
Own3r,154,108,184,505772,632.2887192307692,867,322180
Ozgur,36,26,43,190701,831.8896285714285,229,100116
P1ng,15,14,23,55351,631.1800333333333,71,39530
P9,45,41,90,155497,529.86438,380,112613
PAPU Lucas,17,25,10,60336,571.59735,48,37443
PAPU Nithral,12,14,12,82231,778.669275,59,44192
PAPU Papulon,0,10,10,10950,216.71985,118,11354
PAPU Raviool,14,29,23,91082,692.80968,115,46961
PAPU Xami,3,33,20,40281,378.451325,204,27699
PAPU its me,2,6,1,13124,508.3538,21,7977
PAPU moaixd,14,31,28,56455,423.93898,127,44671
PCS OQ01,7,11,10,38586,596.23795,69,22499
PCS OQ02,4,15,24,26145,405.7648,92,19450
PCS OQ03,8,8,14,47850,744.28105,61,23710
PCS OQ04,14,8,12,45331,701.9557500000001,83,28957
PCS OQ07,2,11,27,10941,169.31365,209,15913
PCS OQ12,3,9,6,12523,432.5734,48,9934
PCS OQ31,13,15,38,109896,664.91628,167,57307
PCS OQ32,13,16,67,73587,448.9234,214,55896
PCS OQ33,25,19,28,100998,606.0962,145,67772
PCS OQ34,33,17,45,125942,750.5036600000001,162,68749
PCS OQ35,9,21,64,40049,239.33206,572,41538
PCS OQ61,26,32,39,103952,489.16818571428576,166,83197
PCS OQ63,28,30,40,135000,626.7707571428572,211,85672
PCS OQ65,8,36,84,56787,270.6840857142857,777,54488
PCS OQ67,40,46,62,134115,630.3298285714285,250,83629
PHT,7,6,16,39525,778.19655,43,25356
PLS Aadam,4,13,5,34915,631.93435,42,20290
PLS Tubs,1,7,11,9695,174.0669,160,12568
PME Asykz,13,6,30,85409,540.26138,85,57398
PME Calypse,3,30,52,31447,210.57352,422,35457
PME Den,17,25,35,107615,675.5661,113,56341
PME Zoro,19,26,20,107407,661.39702,99,59846
PO8,33,29,63,217359,649.9415727272727,289,139193
PPS BMCB,5,5,14,51175,879.69795,53,25003
PPS Lostboy,0,5,12,5526,187.2163,91,7784
PPS Pasxalis,5,9,11,17748,306.2632,76,21005
PPS SLynx,8,6,8,35601,613.3333,52,23493
Pablerah,7,7,46,27883,300.6693666666667,296,25733
Pabu,107,96,207,485146,606.9023869565217,1147,302712
Padawii,83,43,92,362033,704.0846125,453,207778
Paduck,557,231,689,2532308,818.1004354166666,3619,1358210
Pain5,117,66,148,540630,667.0192846153847,1007,353281
Painful,162,157,239,932392,705.7956825,1170,541774
Painter,284,172,708,1058349,517.5363727272727,3090,797292
Paixdia,31,170,381,218749,169.12361315789474,4666,306424
Paladin,25,16,51,147370,781.3134833333334,129,80533
Palafox,130,126,262,1034114,616.7376956521739,1885,631490
Pallet,210,211,620,851061,421.4023158730159,2734,703250
Pancake,87,68,179,429621,509.893248,1361,312382
Panda2,135,122,210,715778,626.60662,886,438381
Pangjin,188,125,217,964277,739.7994,1202,562863
Pankiu,5,7,36,39774,410.6398,90,34711
Pann,10,28,205,105519,262.10316,1204,112716
Panther,385,271,502,1881393,834.3193013888889,1866,976056
Paolocannone,8,50,74,50147,139.81403636363638,1210,81075
Paparotis,21,61,91,254473,438.6629705882353,470,180722
Papiteero,132,137,217,820358,575.3304372093023,1106,530161
Paresz,67,60,151,244300,530.0476357142858,512,168290
Parlita,87,107,150,596744,577.7817033333333,697,395733
Parukia,21,69,239,113325,196.84553333333332,2105,151214
Parus,38,160,454,267865,177.0929285714286,5774,360823
Pasha,1,7,6,11258,183.76274999999998,184,12806
Passzi,37,171,446,241933,180.7710261904762,4447,329955
Pasu,9,16,11,24531,454.01644999999996,59,19002
Patch,80,263,898,477548,212.17338857142855,7985,583439
PatkicaA,132,133,293,800362,537.0540956521738,1163,558281
Patrik,96,91,126,700094,666.8857931034482,1058,401037
PatxiPirata,125,138,171,676463,582.1052515151515,1086,463328
Pbd,0,9,8,11907,184.7616,187,13530
Pcelica,79,85,86,312927,531.5759666666667,338,225097
Peach,32,32,93,140136,422.24892,566,125757
Peaker,58,31,75,282238,773.5010833333332,285,150032
Peanut,351,342,1029,1633979,430.2190596638655,6169,1400727
Peco,27,32,68,230244,766.7863222222222,313,112511
Pedrolo,25,42,43,188378,471.13531818181815,293,133114
Peng,71,42,142,414077,680.1204611111111,611,242734
PepiineroJr,112,73,132,543689,740.925680952381,557,291441
Peppe,401,216,565,1772510,720.2400671052632,2847,1084481
PerfecT,230,241,519,1548832,542.1261306818182,3049,1053397
Pericolo,55,34,86,264810,715.999425,263,154750
Perkz,51,35,60,278343,752.650225,411,151563
Perle,126,116,234,726659,559.5547875,1176,484930
Perry,32,27,106,163364,504.82273999999995,465,126204
Pesho,317,164,472,1566312,817.5951822580645,1252,822793
Peter,91,321,1100,636541,212.3790642105263,11093,771783
PeterL,12,7,17,47250,663.80375,76,29472
Peto,53,208,862,434855,211.21776363636363,7046,538126
Petoska,41,59,49,310232,655.2818933333333,327,178551
Peyz,493,207,630,2652634,751.4387542056074,4446,1566709
Phantasm,308,155,365,1446568,793.5585181818183,1319,764425
Philip,42,45,109,381607,715.2539625,454,199131
Phlloz,0,2,5,5107,176.7128,77,6232
Phoenix,33,65,55,270777,564.8961214285714,422,172849
Photic,35,51,48,332372,639.66448125,533,196982
Photon,130,97,179,757122,557.8434775,1495,531981
Phuc1,112,159,294,504496,448.61428648648644,1772,404941
PhyMini,86,88,118,655079,688.106682142857,851,377789
Phyraxx,30,28,52,183868,546.7671363636364,272,132831
PicaPica,5,22,33,33159,233.8622,440,32013
Piccolo,23,82,200,118109,246.6451,1754,129516
Piero,74,225,886,477092,200.0509410958904,8656,629543
Pigeonx,4,89,124,84120,198.56283846153843,1508,99995
Pika1,130,160,163,666553,713.2458937499999,863,381044
PikaSensei,0,3,0,14843,545.6985,18,8464
Pikii,39,57,66,258184,510.04634375,289,190215
Piku,95,88,235,428559,475.9239074074074,1164,324398
Pilot,152,68,207,725454,653.838765625,1115,449144
Pinki,168,66,196,687893,811.6828925925926,676,393713
Pinkmin,26,91,309,192965,215.74474230769232,2690,220063
Pipibaat,155,165,382,793020,485.13948,2325,596622
PiskHello,58,34,84,307998,704.9136857142857,401,186005
Pivolj,10,16,7,24090,243.36386666666667,107,31910
Piwek,5,18,14,53262,458.95335,116,40085
Pleasure,80,296,951,546607,256.3711257142857,7371,563876
Pleata,82,310,972,596210,203.88089545454548,11384,742275
Plox,106,91,196,623107,708.0077866666667,638,348870
PmK,107,109,132,576099,669.0042730769231,634,325615
Pobelter,142,83,269,887518,676.7143342105263,1258,544679
Poby,292,207,569,2041796,695.3633177777779,3099,1258942
Pockus,15,98,194,152094,173.6140576923077,3011,200367
Poipi,9,83,155,103168,223.05935,1319,112149
Pollu,38,285,736,486355,187.31026329113925,9242,605863
Polychiki,52,190,375,281712,232.75165789473684,3296,308290
Pooya,40,12,60,142554,664.3501166666666,173,91927
Popon,84,83,201,322253,467.54991578947363,857,230063
Potent,173,196,354,1066832,624.4683886792453,1593,692170
Pout,101,41,196,528586,799.56626,682,286526
Poweh,115,115,117,614173,614.704028125,880,396656
PowerOfEvil,219,104,268,1197993,782.3026954545454,1334,663662
Prachoun,12,14,16,73595,497.02451666666667,114,50661
Praevius,6,23,12,40319,394.6562333333333,69,30044
Prage,44,64,71,227171,578.9069428571428,400,151983
Pretender,318,209,618,1870038,740.5495626506024,2459,1049658
Prever,300,245,440,1059170,514.0699859375,2706,800694
Pride,132,173,231,982882,649.9871181818181,1458,576502
Prime,56,240,729,449225,192.3440557142857,8463,567593
ProDelta,20,130,235,179802,173.471128125,3744,244923
Prominence,109,132,375,516558,416.3414542857143,1702,423033
PsYcraw,7,14,38,53469,513.8182,297,29357
Puddin,196,95,269,976924,748.9723200000001,1861,574282
Pulzer,50,30,36,247816,782.3345,207,129826
Pun,125,156,298,888374,610.0986222222222,1427,559155
Pungyeon,314,306,587,2185960,740.7182153846154,3306,1231688
Putin,64,87,110,471893,569.2376956521739,707,319252
Pyeonsik,398,229,577,2137758,720.3831786516854,3437,1251530
Pyl,3,9,23,17835,217.56106666666668,243,21253
Pyoox,0,6,3,6724,247.2059,57,5677
Pyosik,189,237,458,902669,351.1639714285714,3958,867934
Pyrka,17,36,172,86605,180.85628666666668,1727,123010
QTD Van1,7,2,10,14247,650.5479,27,10657
Qats,156,102,332,913825,663.7076214285714,1680,557401
Qing,16,10,22,68681,596.61825,83,43084
Qu4rtzo,8,5,21,63123,868.4529500000001,40,34168
Quad,249,145,458,1561287,711.9038261538461,2471,894171
Quantum,76,286,936,595804,231.48268734177216,9169,667271
Qubi,55,75,76,293483,593.5079722222222,403,180726
Quid,175,110,277,1054146,776.0686125,1602,577747
Quokka,18,23,14,94607,809.95155,91,48093
Qwacker,119,122,179,677535,586.3108606060606,863,425557
R0se,251,194,262,980116,793.0176441860465,1026,517726
R1to,3,11,11,27158,500.39945,46,17917
R4G Acke,16,11,21,40563,396.2753,135,40267
R4G zagon,9,9,15,60468,589.0203,76,38362
RAFBIN,20,20,19,142608,602.9617625000001,163,92641
RAGE xld,1,3,16,4986,171.7336,93,8677
RAMES,134,134,317,610656,415.16706744186047,2014,511584
RAV3N,10,10,9,52194,721.8253,81,28641
REV,47,84,95,339403,528.8254190476191,417,224710
RG Konan3,3,11,2,25212,498.3456,40,19100
RKR,50,106,111,536131,601.4615678571429,886,326148
RP SoimuMIC,0,8,4,28187,611.3749,30,13923
RPG Kikumin,17,44,52,122155,397.92197999999996,374,83736
RPG Kiwi,29,44,51,118656,476.36541111111114,236,82505
RPG McGrath,36,137,145,233634,355.7504318181818,942,189252
RPG Nakamura,51,54,29,202499,800.6783555555555,148,98572
RPG Shawshank,14,9,13,40355,672.7725,63,22990
RPG claude,24,45,38,136855,454.91045999999994,231,97527
RPG hanya,16,49,36,123565,382.23648333333335,241,104252
RPG kukka,4,30,46,28062,199.35,384,32069
RPG petal,27,32,34,103714,418.6296875,278,80787
RPG sign,11,40,40,130284,544.9371444444445,162,79989
RUD Congolese,4,7,6,23888,486.4516,28,17345
RUD Gtracks,4,10,6,27330,543.31125,16,17104
RUD Hydraa,2,8,9,16816,328.3454,103,12021
RYue,360,268,452,1771728,741.3314949367089,1820,1004040
RaFaL,0,22,50,23906,165.82112,478,35780
Rabble,313,263,601,1261340,540.132004,2919,903629
Rabelo,211,59,283,902644,776.3771444444444,1348,511751
Rabstar,4,11,8,35660,680.6786999999999,35,17486
Rachy,14,16,15,65298,509.00095,78,43565
Racon,151,175,338,610771,438.7213255813953,1665,490983
Rafitta,106,38,140,463052,798.5810944444444,559,263330
Ragnarr,4,3,8,15617,561.426,24,12647
Ragner,138,119,365,942341,528.6267111111111,1788,676480
Rahel,46,38,56,354480,648.9998176470589,574,228261
Raijin,8,49,126,70344,236.04846000000003,861,74700
Raina,60,165,848,340694,213.20033928571428,5365,457709
Raizy,24,41,25,225189,678.6904099999999,255,113869
Ralf,49,35,81,266651,722.84641,355,143862
Ramune,120,60,211,531629,772.9873208333333,624,299682
Randal,28,51,83,136204,450.6149222222222,460,108454
Random,354,240,487,1880702,800.2283946666666,2139,1023956
RandomBruce,3,0,8,23211,720.8385,20,14489
Rang,50,59,111,193941,447.99485,599,148467
Ranger,5,7,19,36192,406.4497666666666,134,31141
Ranorr,18,68,274,149969,207.69625652173912,2233,183588
RapMonsters,117,66,169,588061,653.900175,670,343424
Raptor,239,266,539,1127732,460.3022230769231,3592,866643
Rashiro,27,15,41,106289,618.2430666666667,133,66434
Rassiel,2,9,5,12147,235.40775,119,11420
Raxxo,40,163,452,339643,225.06762,4892,364681
RayFarky,82,138,202,619595,482.03902500000004,1142,439726
Raydell,38,34,86,119641,437.9411777777778,337,103435
Rayito,206,130,310,1205257,771.538681632653,1262,660468
Rayming,60,42,79,258939,718.009009090909,280,151491
Razer,19,13,17,69503,798.5665,72,37788
Razork,183,176,555,994838,466.98753125,3163,759069
RealR,39,35,81,127482,400.37764,359,114259
Reaper,33,47,121,132347,342.4925083333333,1136,112030
Reaver,71,316,1081,495491,192.33235555555555,8446,667572
Recap,231,106,510,1079659,663.2224142857142,1834,681578
RedBert,21,102,267,176987,159.97894705882354,3826,262806
Redfernal,2,29,89,48052,255.61408571428572,580,51288
Reedfoo,20,16,25,90912,884.9225,62,44181
Regi,46,62,90,245649,462.37059375,573,185087
Rekkles,76,88,1130,567657,223.6296280487805,9162,729478
Relative,326,226,443,1691932,646.6135461538462,2432,1095966
Relax,11,49,104,53177,192.36455,953,66681
Relaxing,48,18,64,217805,850.9798428571429,265,114628
RenHao,16,28,28,55228,478.675125,183,41499
RenYe,276,192,480,844570,473.92031403508776,2180,666098
Rend,1,5,7,16236,607.3317,17,9422
Renewal,15,23,29,76211,364.2023571428572,218,65511
Reptile,284,149,332,1218382,691.4226905660378,1348,789569
Reshiram1,2,4,3,5237,218.9686,19,7293
Respeta,3,10,5,26058,451.7359,43,18062
Rest,106,105,222,698322,517.7786880952381,1332,519331
Revolta,8,9,6,19139,658.8296,23,11243
Rewound,88,61,227,330009,433.4538782608696,907,269091
Rexat,9,37,70,51606,225.0656625,685,56691
Rhilech,204,170,523,995776,463.86460655737704,3130,814393
Rhino,18,82,166,131371,209.82966666666667,1877,154805
Rhuckz,10,60,172,94032,188.94469333333333,1622,115311
Rhythm,15,23,18,120203,565.5477857142857,174,79294
Rias1,27,22,30,179546,704.4945875,184,105447
Rich,212,271,411,1700181,594.1225709302325,3192,1048401
Richu,8,70,160,90587,202.24254285714284,1653,112529
Rigel,105,118,191,699539,605.2657944444444,1220,446354
Rilski,9,59,108,68955,192.99651666666668,1012,87133
Rin,375,195,547,2060354,804.18869625,3112,1157475
Ripper,43,27,40,168786,802.2338714285714,159,89321
Ripple,327,210,387,1601944,742.3884528571429,2088,903738
Rising,229,151,325,702606,550.003982051282,1270,495737
Rito,6,25,192,65844,198.40000909090907,1069,90259
River,123,133,321,678043,494.07695750000005,2045,492860
Roamer,123,90,258,880479,722.0801666666666,1395,494960
Robenong,40,43,63,223902,764.51152,243,114421
Robertoos,11,59,157,110579,206.61677333333333,1613,115216
Robko,9,29,97,47983,191.7324625,805,67137
Robo,145,173,218,907904,587.8999086956521,1425,623865
Robocop,220,144,368,1298996,612.0083507462687,2184,836667
Rocklho,173,274,422,1442194,559.4999128205128,1844,934164
Roi DEMON,64,81,156,343337,525.25765,727,224209
Roison,317,177,526,1706527,802.6087876923077,1320,856516
Ronaldo,123,81,171,771964,789.33015,871,410460
Roo,18,60,182,88053,179.35250625,1537,120719
Roobin,19,39,32,192606,602.30589,210,115773
Rookie,414,273,876,2610849,711.2964336448598,4280,1473964
Rooster,243,182,422,1397357,631.9357470588235,1854,881012
Rosa,41,55,62,225245,612.8445499999999,307,145436
Roshan,2,9,5,19192,353.53715,61,15099
Rosielove,5,50,95,89697,219.50819166666668,1432,96958
RouZoe,2,4,7,15814,546.2522,26,10657
Route,157,85,247,1056210,664.9443173913044,1908,654999
RoyalKanin,336,257,521,1715979,671.2449506493506,2268,1067785
Royeq,71,43,77,409845,720.613,408,234516
Rozpier,10,45,210,88863,160.34796111111112,1771,139473
Ruby,10,1,3,19042,508.9176,31,19516
Ruep,260,112,306,1298779,819.3612326086957,1872,703793
Ruf,3,6,4,40274,712.3858,58,23593
Ruler,665,228,716,2963213,778.1758333333333,5139,1794909
Rust,231,179,291,1066416,769.5637860465116,1002,573019
RustySniper,82,82,81,508228,777.4330285714286,553,263116
Rutzou,12,34,114,83292,236.09673636363638,1031,83795
Rwei,63,75,151,260618,491.01705882352945,682,190182
Ryan3,25,16,30,119438,597.0302142857144,170,82793
Rybson,272,240,699,1267460,522.3942760000001,3018,891515
Ryo,44,43,72,136316,406.01665454545457,449,126069
Ryujin,12,8,37,43325,528.0088999999999,97,31723
Ryuk,80,31,94,377149,945.6015833333332,248,185555
SAD Cuzni,14,23,28,60377,463.5448,161,43722
SAD Raizy,14,12,24,88183,668.99285,145,49235
SAJATOR,260,163,451,1412342,668.9984523076923,2201,855089
SC Alex,14,16,15,86576,463.01708333333335,167,65753
SCARY,62,90,210,334465,321.54349677419356,1480,345354
SCBC Bojji1,17,11,46,71422,378.4558,301,69096
SLT,117,75,181,724916,821.3579153846155,724,376770
SM,35,17,40,133260,661.1620285714287,127,85537
SN Strai,10,19,8,62356,478.34967499999993,104,48047
SNSH John P,2,16,45,21256,206.66333333333333,362,25491
SOLBON,286,214,398,1402292,725.6783738461538,1647,845773
SPOOKY,191,159,575,867917,496.7471481481482,2521,662581
SQG ATRanD,17,36,70,178210,460.29106666666667,383,127056
SQG Ls,5,35,84,49605,177.2083888888889,805,65622
SQG Lunatic,39,34,48,192542,594.97839,305,123013
SQG petal,24,29,70,91245,317.3766,371,94800
ST1 Definitly,1,12,3,13118,250.62,57,16143
ST1 Diogoo,1,7,2,12824,245.71890000000002,18,15851
ST1 Juarezz,2,13,7,7513,143.63715,138,11686
ST1 PeQReK,0,4,1,14000,265.0195,21,17258
ST1 Shimzu,6,8,3,26601,508.3424,31,20880
ST3PZ,14,12,16,84099,717.980975,113,44361
STANIK,309,133,510,1441139,678.8054954545455,1847,891734
STAR Balukos,1,12,5,30584,546.43665,35,18646
STAR LakatosD,1,10,10,21193,372.16535,29,20408
STAR asphyxia,3,13,6,11477,217.94275,118,13446
STAR kory,7,10,2,17767,312.50235,43,20572
STEPZ,131,83,255,557814,629.7081518518519,1232,350100
STank,5,26,42,82096,504.90424,170,47437
SUP Cako,13,2,13,40641,1130.4868,28,17213
Saber,175,154,345,1100398,538.5003258064515,2313,793400
Sacre,168,147,272,1258947,684.1928962264151,1880,712242
Sacura,1,15,37,32093,381.48453333333333,242,21426
Sadaz,90,54,118,419016,631.006555,544,274258
Saethra,203,243,278,1153850,619.1330701754385,1223,703888
Sahira,143,119,172,806679,838.54024,753,385893
Sahl,16,91,250,147466,249.3934888888889,1892,152062
Saifer,134,84,199,661697,665.6610433333334,1024,397067
Saii,226,147,253,1124103,961.0997,1134,474288
Sailuo,1,13,2,28997,522.9461,56,17895
Saint,111,80,154,714809,723.427551724138,1236,410163
SaintSamson,37,39,106,317744,774.4986714285715,357,173696
Sala,17,22,14,80968,387.02669999999995,136,69883
Salami,195,126,223,917576,883.4914727272727,769,460479
Samikin,126,97,216,831274,711.9360848484848,1219,440959
Samkz,81,43,112,246414,635.8998916666666,513,164113
Samver,407,114,432,1360164,818.6973714285714,1468,787416
SanSan,81,93,216,368907,504.0667260869565,990,270854
Sangrod,37,32,48,164249,571.0750888888889,260,107438
Santa,6,24,38,67630,400.41220000000004,139,47701
Santorin,100,108,351,520731,430.3434216216216,1700,435842
Sapphire,12,10,4,30065,549.8579,43,21115
Sassappel,3,13,21,29844,332.9479666666667,109,27708
Satan,56,45,78,347404,731.5736733333334,292,183676
Sav1or,235,150,301,1245020,723.1592076923077,2058,749384
Savero,232,211,656,1032097,470.44536805555555,2395,807529
Sawyor,1,10,12,35284,524.04615,59,22842
Sayn,241,112,334,1228099,801.6084739130436,1400,648405
Scarpy,5,17,19,68909,520.619925,114,46758
Scars,42,26,21,160141,891.1576799999999,151,82707
ScaryJerry,85,105,135,743354,692.132765625,1056,430337
ScienTrist,24,98,300,172272,210.00321923076925,2480,210961
Scorth,237,85,234,1100448,704.6907266666666,1276,665874
Scout,334,260,737,2349375,669.9318028037384,3580,1410057
Scuffed,22,39,52,175903,671.8290777777778,185,94335
SeMike,54,64,99,332716,636.3475764705881,440,202629
SeTab,271,341,505,1957686,660.6226031914894,3579,1165487
Seal,54,188,497,295033,208.2458543478261,5081,363271
Sebekx,91,62,136,525361,708.1651304347827,653,301214
Secrett,326,205,415,1672725,774.3436492753623,1799,927335
Seebulabu,1,8,7,6742,235.4598,101,7422
Seeker,49,88,89,380985,558.1407238095238,565,255270
Seelame,17,6,14,57564,878.43255,71,31883
Sehun,36,25,56,143633,774.9217833333333,173,78269
Seiya,85,61,208,563375,653.360652,1009,331666
Seize,34,40,93,171176,402.8680583333333,581,133283
Sekkou,65,196,600,358255,243.31201020408164,4466,390404
Selxiss,28,36,73,131250,549.4178125,340,87498
Sencux,228,111,335,1182738,741.732106,1346,645110
Send0o,197,311,371,1414839,656.4901060606061,2126,830981
Seneca,33,95,451,235796,230.99334411764704,3165,268429
Senmary,55,23,78,278494,821.7963,274,142754
Seonwoo,261,214,323,1427782,788.6936982758621,1421,744542
Septico1,271,297,367,1691671,726.989993150685,1601,935140
Serch,110,100,196,630615,634.10618125,838,398859
