playername,doublekills,triplekills,quadrakills,pentakills
Roshan,0.0,0.0,0.0,0.0
Rosielove,0.0,0.0,0.0,0.0
RouZoe,0.0,0.0,0.0,0.0
Route,22.0,4.0,1.0,0.0
RoyalKanin,29.0,1.0,0.0,0.0
Royeq,12.0,2.0,0.0,0.0
Rozpier,0.0,0.0,0.0,0.0
Ruby,2.0,1.0,0.0,0.0
Ruep,38.0,7.0,2.0,1.0
Ruf,0.0,0.0,0.0,0.0
Ruler,123.0,36.0,8.0,1.0
Rust,26.0,6.0,1.0,0.0
RustySniper,13.0,1.0,0.0,0.0
Rutzou,0.0,0.0,0.0,0.0
Rwei,6.0,2.0,0.0,0.0
Ryan3,5.0,0.0,0.0,0.0
Rybson,24.0,2.0,1.0,0.0
Ryo,4.0,1.0,0.0,0.0
Ryujin,1.0,0.0,0.0,0.0
Ryuk,17.0,3.0,0.0,0.0
SAD Cuzni,0.0,0.0,0.0,0.0
SAD Raizy,1.0,0.0,0.0,0.0
SAJATOR,26.0,3.0,0.0,0.0
SC Alex,3.0,0.0,0.0,0.0
SCARY,2.0,0.0,0.0,0.0
SCBC Bojji1,1.0,0.0,0.0,0.0
SLT,14.0,3.0,0.0,0.0
SM,4.0,2.0,1.0,0.0
SN Strai,0.0,0.0,0.0,0.0
SNSH John P,0.0,0.0,0.0,0.0
SOLBON,35.0,11.0,1.0,0.0
SPOOKY,12.0,2.0,0.0,0.0
SQG ATRanD,2.0,0.0,0.0,0.0
SQG Ls,0.0,0.0,0.0,0.0
SQG Lunatic,4.0,1.0,0.0,0.0
SQG petal,2.0,0.0,0.0,0.0
ST1 Definitly,0.0,0.0,0.0,0.0
ST1 Diogoo,0.0,0.0,0.0,0.0
ST1 Juarezz,0.0,0.0,0.0,0.0
ST1 PeQReK,0.0,0.0,0.0,0.0
ST1 Shimzu,1.0,0.0,0.0,0.0
ST3PZ,2.0,0.0,0.0,0.0
STANIK,36.0,9.0,0.0,0.0
STAR Balukos,0.0,0.0,0.0,0.0
STAR LakatosD,0.0,0.0,0.0,0.0
STAR asphyxia,0.0,0.0,0.0,0.0
STAR kory,1.0,0.0,0.0,0.0
STEPZ,17.0,4.0,0.0,0.0
STank,0.0,0.0,0.0,0.0
SUP Cako,3.0,1.0,0.0,0.0
Saber,0.0,0.0,0.0,0.0
Sacre,8.0,0.0,0.0,0.0
Sacura,0.0,0.0,0.0,0.0
Sadaz,7.0,2.0,1.0,0.0
Saethra,22.0,2.0,0.0,0.0
Sahira,14.0,1.0,0.0,0.0
Sahl,1.0,0.0,0.0,0.0
Saifer,13.0,5.0,0.0,0.0
Saii,26.0,8.0,0.0,0.0
Sailuo,0.0,0.0,0.0,0.0
Saint,15.0,2.0,1.0,0.0
SaintSamson,4.0,0.0,0.0,0.0
Sala,0.0,0.0,0.0,0.0
Salami,36.0,5.0,1.0,0.0
Samikin,9.0,4.0,0.0,0.0
Samkz,8.0,2.0,1.0,1.0
Samver,81.0,13.0,1.0,0.0
SanSan,3.0,0.0,0.0,0.0
Sangrod,5.0,4.0,1.0,0.0
Santa,0.0,0.0,0.0,0.0
Santorin,5.0,1.0,0.0,0.0
Sapphire,2.0,0.0,0.0,0.0
Sassappel,0.0,0.0,0.0,0.0
Satan,8.0,3.0,1.0,0.0
Sav1or,0.0,0.0,0.0,0.0
Savero,18.0,1.0,0.0,0.0
Sawyor,0.0,0.0,0.0,0.0
Sayn,26.0,4.0,1.0,1.0
Scarpy,1.0,0.0,0.0,0.0
Scars,5.0,1.0,0.0,0.0
ScaryJerry,9.0,1.0,0.0,0.0
ScienTrist,0.0,0.0,0.0,0.0
Scorth,36.0,6.0,2.0,0.0
Scout,0.0,0.0,0.0,0.0
Scuffed,2.0,1.0,0.0,0.0
SeMike,4.0,0.0,0.0,0.0
SeTab,0.0,0.0,0.0,0.0
Seal,1.0,0.0,0.0,0.0
Sebekx,15.0,3.0,1.0,0.0
Secrett,39.0,5.0,1.0,0.0
Seebulabu,0.0,0.0,0.0,0.0
Seeker,3.0,0.0,0.0,0.0
Seelame,4.0,1.0,0.0,0.0
Sehun,6.0,1.0,1.0,0.0
Seiya,9.0,2.0,0.0,0.0
Seize,4.0,0.0,0.0,0.0
Sekkou,4.0,0.0,0.0,0.0
Selxiss,2.0,1.0,0.0,0.0
Sencux,28.0,4.0,0.0,0.0
Send0o,17.0,2.0,0.0,0.0
Seneca,0.0,0.0,0.0,0.0
Senmary,9.0,3.0,0.0,0.0
Seonwoo,35.0,9.0,1.0,1.0
Septico1,33.0,5.0,1.0,1.0
Serch,13.0,1.0,0.0,0.0
SergMade,0.0,0.0,0.0,0.0
SergiiO,0.0,0.0,0.0,0.0
Serin,38.0,8.0,3.0,2.0
Sertuss,28.0,5.0,1.0,0.0
Sh0Fty,0.0,0.0,0.0,0.0
Sh1vq,4.0,0.0,0.0,0.0
Sh3ry,8.0,3.0,0.0,0.0
Shack,5.0,1.0,0.0,0.0
Shad0w,0.0,0.0,0.0,0.0
Shadow,7.0,1.0,0.0,0.0
Shakur,10.0,3.0,0.0,0.0
Shanks,24.0,4.0,1.0,0.0
Sharvel,21.0,1.0,0.0,0.0
Shavo,1.0,0.0,0.0,0.0
Shawi,0.0,0.0,0.0,0.0
ShazQ,10.0,0.0,0.0,0.0
Sheiden,6.0,0.0,0.0,0.0
Shelfmade,32.0,7.0,0.0,0.0
Sheo,3.0,0.0,0.0,0.0
ShiauC,3.0,0.0,0.0,0.0
Shift,25.0,3.0,0.0,0.0
Shiganari,42.0,10.0,3.0,1.0
Shiina,13.0,0.0,0.0,0.0
Shiku,0.0,0.0,0.0,0.0
Shimmer,5.0,1.0,1.0,0.0
ShinKalHee,0.0,0.0,0.0,0.0
Shini,2.0,0.0,0.0,0.0
Shizika,3.0,0.0,0.0,0.0
Shizuki,13.0,0.0,0.0,0.0
Shlatan,5.0,0.0,0.0,0.0
Shogo,22.0,3.0,0.0,0.0
Shogun,30.0,4.0,1.0,1.0
Shoiti,0.0,0.0,0.0,0.0
Shookz,8.0,3.0,0.0,0.0
Should,3.0,0.0,0.0,0.0
Shourdy,7.0,1.0,0.0,0.0
ShowMaker,42.0,6.0,0.0,0.0
Shredder,0.0,0.0,0.0,0.0
Shu Hari,3.0,0.0,0.0,0.0
Shunn,70.0,15.0,0.0,0.0
Shy Carry,24.0,5.0,0.0,0.0
Shyro,0.0,0.0,0.0,0.0
Sidav,20.0,1.0,0.0,0.0
Sign,2.0,1.0,0.0,0.0
Sikterr,2.0,0.0,0.0,0.0
Siler,19.0,3.0,0.0,0.0
Silk,1.0,1.0,0.0,0.0
Simpli,28.0,4.0,1.0,0.0
Simpy,0.0,0.0,0.0,0.0
Sined,3.0,0.0,0.0,0.0
Sinmivak,5.0,0.0,0.0,0.0
Sintax,6.0,1.0,0.0,0.0
Sirinox,14.0,1.0,0.0,0.0
SiroN1,4.0,1.0,0.0,0.0
Sirotama,4.0,1.0,0.0,0.0
SiuLoong,3.0,2.0,0.0,0.0
Siwoo,29.0,7.0,2.0,2.0
Six0x,2.0,0.0,0.0,0.0
Six10,44.0,4.0,0.0,0.0
Sjakal,5.0,1.0,0.0,0.0
Skeanz,17.0,2.0,0.0,0.0
Skeeto,10.0,2.0,0.0,0.0
SkewMond,22.0,2.0,0.0,0.0
Skratt,1.0,0.0,0.0,0.0
Skream,25.0,4.0,2.0,0.0
Skude,5.0,1.0,1.0,0.0
SkyK,26.0,9.0,2.0,0.0
SkyMind,1.0,0.0,0.0,0.0
Skyp,9.0,0.0,0.0,0.0
Skyy,27.0,9.0,3.0,1.0
Slayder,9.0,2.0,1.0,0.0
Slayer,85.0,13.0,3.0,1.0
SlayerSupr,0.0,0.0,0.0,0.0
Sleepy,2.0,0.0,0.0,0.0
Sleyer,13.0,3.0,1.0,0.0
Slice,2.0,1.0,0.0,0.0
Slide,7.0,0.0,0.0,0.0
SlowQ,38.0,6.0,0.0,0.0
Slowyng,1.0,1.0,0.0,0.0
Slowz,21.0,2.0,0.0,0.0
Slyv3r,7.0,2.0,0.0,0.0
Sm0oZi,27.0,7.0,0.0,0.0
Smarty,1.0,0.0,0.0,0.0
Smash,72.0,19.0,4.0,2.0
Smiley,24.0,6.0,3.0,1.0
Smurfe,19.0,3.0,0.0,0.0
Sn1lle,14.0,5.0,1.0,0.0
Snake,0.0,0.0,0.0,0.0
Snaker,30.0,5.0,2.0,1.0
SniIIer,1.0,0.0,0.0,0.0
Sniper,9.0,1.0,0.0,0.0
Snow,1.0,0.0,0.0,0.0
Sobakk,0.0,0.0,0.0,0.0
Sobek,1.0,0.0,0.0,0.0
Soboro,41.0,7.0,0.0,0.0
Socrates,1.0,0.0,0.0,0.0
Soft,31.0,4.0,1.0,0.0
Soge,1.0,0.0,0.0,0.0
SoimuMIC,0.0,0.0,0.0,0.0
Sojo,12.0,0.0,0.0,0.0
Sola,4.0,2.0,0.0,0.0
Soldier,45.0,13.0,1.0,0.0
Solid,25.0,7.0,1.0,0.0
Solokill,0.0,0.0,0.0,0.0
Solorio,20.0,4.0,1.0,0.0
Someone,28.0,5.0,1.0,0.0
Sora,1.0,1.0,0.0,0.0
Soraaa,1.0,0.0,0.0,0.0
Soren,0.0,0.0,0.0,0.0
Sorrow,13.0,2.0,0.0,0.0
Sotsy,5.0,3.0,0.0,0.0
Soul,0.0,0.0,0.0,0.0
Souma,0.0,0.0,0.0,0.0
Sounda,5.0,0.0,0.0,0.0
Soweto,3.0,0.0,0.0,0.0
Space,20.0,3.0,1.0,0.0
Sparda,35.0,6.0,2.0,0.0
Sparz,1.0,0.0,0.0,0.0
Spawn,6.0,4.0,0.0,0.0
Speedy,1.0,0.0,0.0,0.0
Speedy1,0.0,0.0,0.0,0.0
Spica,10.0,2.0,0.0,0.0
Spirax,11.0,2.0,0.0,0.0
Sponge,20.0,3.0,0.0,0.0
Spooder,9.0,1.0,0.0,0.0
Sprotte,5.0,0.0,0.0,0.0
Spy,1.0,0.0,0.0,0.0
Spyke,0.0,0.0,0.0,0.0
Sriffow,3.0,0.0,0.0,0.0
Srtty,8.0,0.0,0.0,0.0
Ssaiko,0.0,0.0,0.0,0.0
Staargazing,0.0,0.0,0.0,0.0
Stalken,2.0,0.0,0.0,0.0
StarScreen,15.0,3.0,1.0,0.0
Starhide,0.0,0.0,0.0,0.0
Starlit,29.0,5.0,0.0,0.0
Starry,5.0,2.0,0.0,0.0
Steeelback,0.0,0.0,0.0,0.0
Steellar,0.0,0.0,0.0,0.0
Stefan,18.0,2.0,0.0,0.0
Steller,5.0,0.0,0.0,0.0
Stend,0.0,0.0,0.0,0.0
StineR,6.0,0.0,0.0,0.0
Sting,7.0,2.0,0.0,0.0
StoRm,0.0,0.0,0.0,0.0
Stookbeer,0.0,0.0,0.0,0.0
Stormax,5.0,0.0,0.0,0.0
Straka,8.0,0.0,0.0,0.0
Strava,3.0,0.0,0.0,0.0
Stray,10.0,2.0,0.0,0.0
Strensh,25.0,4.0,1.0,0.0
Striker,0.0,0.0,0.0,0.0
Strode,52.0,13.0,1.0,0.0
Stunt,1.0,1.0,0.0,0.0
Sty1e,10.0,2.0,1.0,0.0
Sudzzi,7.0,0.0,0.0,0.0
Suffer,0.0,0.0,0.0,0.0
Sully,0.0,0.0,0.0,0.0
Summit,16.0,3.0,0.0,0.0
Sun eater,7.0,1.0,0.0,0.0
Sun1,0.0,0.0,0.0,0.0
Sunblast,7.0,1.0,0.0,0.0
Sunfry,2.0,0.0,0.0,0.0
Sunleaf,14.0,2.0,0.0,0.0
Supa,69.0,14.0,1.0,0.0
SuperCleber,11.0,3.0,0.0,0.0
Surdinz,1.0,0.0,0.0,0.0
Sushee,20.0,5.0,1.0,0.0
Sven,0.0,0.0,0.0,0.0
Sw3ry,1.0,0.0,0.0,0.0
Sweeho,6.0,2.0,0.0,0.0
SweetMilk,1.0,0.0,0.0,0.0
SwiT,2.0,1.0,0.0,0.0
Sword,11.0,3.0,0.0,0.0
Sylvie,19.0,0.0,0.0,0.0
Syzyfek,37.0,7.0,0.0,0.0
SzfyLan,0.0,0.0,0.0,0.0
Szygenda,27.0,4.0,0.0,0.0
TA0,0.0,0.0,0.0,0.0
TB Inside,0.0,0.0,0.0,0.0
TENG,0.0,0.0,0.0,0.0
TF Blade,16.0,5.0,0.0,0.0
TF Temper,1.0,0.0,0.0,0.0
THG Alex2,0.0,0.0,0.0,0.0
THG Soren2,0.0,0.0,0.0,0.0
TIMR,4.0,0.0,0.0,0.0
TNS,0.0,0.0,0.0,0.0
TQ,0.0,0.0,0.0,0.0
TSC Azu,0.0,0.0,0.0,0.0
TSC Ninji,0.0,0.0,0.0,0.0
TSC hammerul,0.0,0.0,0.0,0.0
TT,26.0,4.0,0.0,0.0
Taba,4.0,0.0,0.0,0.0
Taco,2.0,1.0,0.0,0.0
Tactical,48.0,12.0,2.0,0.0
Tada,1.0,0.0,0.0,0.0
Taeyoon,0.0,0.0,0.0,0.0
Tahahy,0.0,0.0,0.0,0.0
Taicho,9.0,4.0,1.0,0.0
Tails,0.0,0.0,0.0,0.0
Taiyaki,0.0,0.0,0.0,0.0
TakeSet,39.0,10.0,3.0,1.0
Taki,2.0,0.0,0.0,0.0
TalentLess,20.0,6.0,3.0,0.0
Tamoz,2.0,0.0,0.0,0.0
Tan0,0.0,0.0,0.0,0.0
Tangyuan,0.0,0.0,0.0,0.0
Tao,18.0,3.0,1.0,0.0
Targamas,2.0,0.0,0.0,0.0
Tarzan,11.0,2.0,0.0,0.0
Tasteless,0.0,0.0,0.0,0.0
Tatsu,5.0,0.0,0.0,0.0
Tatu,18.0,3.0,2.0,1.0
Taxvig,1.0,0.0,0.0,0.0
Tayron,5.0,1.0,0.0,0.0
Tayto,2.0,0.0,0.0,0.0
Tazaku,4.0,0.0,0.0,0.0
Tea0r,4.0,0.0,0.0,0.0
TeaZing,0.0,0.0,0.0,0.0
Techoteco,6.0,0.0,0.0,0.0
Teddy,54.0,12.0,4.0,0.0
Telas,3.0,0.0,0.0,0.0
Tele,2.0,1.0,0.0,0.0
Tempester,34.0,2.0,1.0,0.0
TenT,33.0,2.0,1.0,0.0
Tenacity,1.0,0.0,0.0,0.0
Tenshi,1.0,0.0,0.0,0.0
Termo,0.0,0.0,0.0,0.0
Thanatos,19.0,3.0,0.0,0.0
ThayT,4.0,0.0,0.0,0.0
Thayger,34.0,4.0,0.0,0.0
The Mountain,6.0,0.0,0.0,0.0
TheGreatGary,2.0,0.0,0.0,0.0
TheHank,0.0,0.0,0.0,0.0
TheSerius,6.0,1.0,0.0,0.0
TheShy,0.0,0.0,0.0,0.0
Theocacs,10.0,1.0,0.0,0.0
Thien,2.0,0.0,0.0,0.0
Thomas,1.0,0.0,0.0,0.0
Thominhas,0.0,0.0,0.0,0.0
Thor,0.0,0.0,0.0,0.0
Thorfin,2.0,1.0,0.0,0.0
Thoryn,3.0,0.0,0.0,0.0
Thumb,1.0,0.0,0.0,0.0
ThunderPeng,0.0,0.0,0.0,0.0
Tian,0.0,0.0,0.0,0.0
Tianzhen,2.0,1.0,1.0,1.0
Tibor,36.0,4.0,0.0,0.0
Tide,3.0,2.0,0.0,0.0
Tiesel,0.0,0.0,0.0,0.0
Tiger,0.0,0.0,0.0,0.0
Tigrot,0.0,0.0,0.0,0.0
Tima,6.0,1.0,0.0,0.0
Time,24.0,4.0,0.0,0.0
Tiphat,6.0,0.0,0.0,0.0
TitaN,43.0,14.0,3.0,0.0
Tiwaz,0.0,0.0,0.0,0.0
Toasty,19.0,3.0,1.0,0.0
Toayin,0.0,0.0,0.0,0.0
Tobi,3.0,0.0,0.0,0.0
Tochas,0.0,0.0,0.0,0.0
Tockimo,2.0,0.0,0.0,0.0
Today,0.0,0.0,0.0,0.0
Toffe,7.0,1.0,0.0,0.0
TolanD,1.0,0.0,0.0,0.0
Tomio,5.0,1.0,0.0,0.0
Tommy,0.0,0.0,0.0,0.0
Tomo,11.0,2.0,1.0,0.0
Tomrio,13.0,3.0,0.0,0.0
Tomson,0.0,0.0,0.0,0.0
ToongE,60.0,14.0,1.0,0.0
TopLop,0.0,0.0,0.0,0.0
Torak,6.0,0.0,0.0,0.0
Tore,1.0,0.0,0.0,0.0
Tory,9.0,0.0,0.0,0.0
Totoro,0.0,0.0,0.0,0.0
Toumes,20.0,4.0,0.0,0.0
Toxy,1.0,0.0,0.0,0.0
Tozue,0.0,0.0,0.0,0.0
Tracyn,38.0,6.0,0.0,0.0
Trashy,0.0,0.0,0.0,0.0
Treatz,4.0,0.0,0.0,0.0
Trick,0.0,0.0,0.0,0.0
Trigger,48.0,11.0,2.0,0.0
Trigo,32.0,5.0,2.0,0.0
Trila,9.0,0.0,0.0,0.0
Tropy16,15.0,0.0,0.0,0.0
Trymbi,0.0,0.0,0.0,0.0
Tsiperakos,44.0,13.0,2.0,0.0
Tuercas,6.0,0.0,0.0,0.0
Tumay,3.0,1.0,1.0,0.0
Turtle,1.0,0.0,0.0,0.0
Tutsz,21.0,3.0,1.0,0.0
Twendddy,1.0,0.0,0.0,0.0
Twiizt,0.0,0.0,0.0,0.0
Ty,1.0,0.0,0.0,0.0
Typhoon,30.0,3.0,0.0,0.0
Tyr,0.0,0.0,0.0,0.0
Tyrion,4.0,0.0,0.0,0.0
Tyrone,3.0,2.0,0.0,0.0
UNF0RGIVEN,29.0,8.0,1.0,0.0
Ucal,33.0,8.0,2.0,0.0
UmTi,3.0,0.0,0.0,0.0
Unchained,4.0,1.0,1.0,0.0
Undefined,1.0,0.0,0.0,0.0
Unforgiven,1.0,0.0,0.0,0.0
Unicow,4.0,0.0,0.0,0.0
UniqueCORN,21.0,2.0,0.0,0.0
Unkn0wn5,45.0,6.0,0.0,0.0
Upset,61.0,11.0,1.0,0.0
Urban,1.0,0.0,0.0,0.0
Urgaleex,10.0,2.0,1.0,0.0
V1dde,0.0,0.0,0.0,0.0
V1per,13.0,4.0,2.0,0.0
VEL BEEHIV3,1.0,0.0,0.0,0.0
VEL Lambda,2.0,0.0,0.0,0.0
VEL Skinny,0.0,0.0,0.0,0.0
VEL fuki,0.0,0.0,0.0,0.0
VEL tetu,4.0,2.0,2.0,0.0
VER Tayron,2.0,0.0,0.0,0.0
VG Misuop,0.0,0.0,0.0,0.0
VG dd1,1.0,0.0,0.0,0.0
VG thoc,1.0,0.0,0.0,0.0
VK EMPTY2,0.0,0.0,0.0,0.0
VK Eria,0.0,0.0,0.0,0.0
VK Fantasyleaf,1.0,0.0,0.0,0.0
VK Jmicta,8.0,0.0,0.0,0.0
VK Sag1rii,0.0,0.0,0.0,0.0
VK motimotti11,35.0,8.0,1.0,0.0
VK peakey,0.0,0.0,0.0,0.0
VK udon,2.0,0.0,0.0,0.0
VK velbellys,11.0,1.0,0.0,0.0
VLY Ryo,12.0,1.0,0.0,0.0
VLY hachim1,2.0,0.0,0.0,0.0
VLY tetu,3.0,0.0,0.0,0.0
VOPI,0.0,0.0,0.0,0.0
VR Alucard,0.0,0.0,0.0,0.0
VR HighPing,2.0,0.0,0.0,0.0
VR Omen,3.0,1.0,0.0,0.0
VT Magus,0.0,0.0,0.0,0.0
VT Nangning,7.0,2.0,0.0,0.0
VT saru,12.0,4.0,1.0,0.0
VaSKED,0.0,0.0,0.0,0.0
Valehir,0.0,0.0,0.0,0.0
Valenjin,0.0,0.0,0.0,0.0
Vampire,0.0,0.0,0.0,0.0
Van,15.0,0.0,0.0,0.0
Vander,0.0,0.0,0.0,0.0
Vares,10.0,3.0,0.0,0.0
Varin,0.0,0.0,0.0,0.0
Varry,16.0,2.0,0.0,0.0
Vasco,30.0,4.0,0.0,0.0
Vaynedeta,49.0,10.0,3.0,1.0
Vayzer,0.0,0.0,0.0,0.0
VeRu,0.0,0.0,0.0,0.0
Veignorem,0.0,0.0,0.0,0.0
Velja,49.0,13.0,1.0,0.0
Venour,27.0,1.0,0.0,0.0
Verdes,1.0,0.0,0.0,0.0
Vertigo,22.0,2.0,0.0,0.0
Vetheo,24.0,5.0,0.0,0.0
VfB Baumi,1.0,0.0,0.0,0.0
VicLa,24.0,2.0,0.0,0.0
Viciun,2.0,0.0,0.0,0.0
VietThanh,1.0,0.0,0.0,0.0
Vigil,21.0,4.0,0.0,0.0
Vikes,2.0,0.0,0.0,0.0
Vin,16.0,2.0,0.0,0.0
Vincenzo,50.0,6.0,2.0,0.0
Vinicete,1.0,0.0,0.0,0.0
Violet,8.0,2.0,0.0,0.0
Viper,99.0,22.0,3.0,1.0
VirusFx,37.0,10.0,4.0,1.0
Visdom,0.0,0.0,0.0,0.0
Vit,8.0,4.0,1.0,0.0
Vizicsacsi,18.0,4.0,1.0,0.0
Vizzpers,15.0,2.0,0.0,0.0
Vladi,43.0,4.0,0.0,0.0
Vlaren,1.0,0.0,0.0,0.0
Vodin,4.0,1.0,0.0,0.0
Void,3.0,2.0,0.0,0.0
Vojtus,1.0,0.0,0.0,0.0
Vulcan,1.0,0.0,0.0,0.0
Vuxan,1.0,0.0,0.0,0.0
Vyctor,13.0,3.0,1.0,1.0
Vzz,55.0,10.0,1.0,1.0
WAP Pinut,0.0,0.0,0.0,0.0
WAP Trick5ht,0.0,0.0,0.0,0.0
WAP Xia0,0.0,0.0,0.0,0.0
WARANGELUS,12.0,3.0,1.0,0.0
WCD,1.0,0.0,0.0,0.0
WNTR,7.0,2.0,0.0,0.0
WP rcg,2.0,0.0,0.0,0.0
WT whisper,4.0,2.0,0.0,0.0
WachonBB,0.0,0.0,0.0,0.0
Wako,0.0,0.0,0.0,0.0
WalliR,30.0,7.0,0.0,0.0
Wamu,14.0,4.0,0.0,0.0
WarShogun,0.0,0.0,0.0,0.0
Warner,33.0,8.0,1.0,0.0
Warrior,5.0,1.0,1.0,0.0
Washidai,19.0,5.0,1.0,1.0
Wasteland,5.0,2.0,0.0,0.0
Waterbender,4.0,1.0,1.0,1.0
Watket,0.0,0.0,0.0,0.0
Way,4.0,1.0,0.0,0.0
Wayne,55.0,11.0,0.0,0.0
WeeDnek,1.0,0.0,0.0,0.0
Wei,0.0,0.0,0.0,0.0
Weiwei,0.0,0.0,0.0,0.0
Weizhe,19.0,1.0,1.0,0.0
Wenbo,2.0,1.0,0.0,0.0
Wendel,1.0,1.0,0.0,0.0
Wenjian,4.0,0.0,0.0,0.0
Whale,2.0,1.0,0.0,0.0
Whip,23.0,5.0,1.0,0.0
Whistle,21.0,4.0,0.0,0.0
White,10.0,0.0,0.0,0.0
WhiteKnight,15.0,2.0,0.0,0.0
Whynot,0.0,0.0,0.0,0.0
Whyx,1.0,0.0,0.0,0.0
Wicked,26.0,6.0,0.0,0.0
Wiker,2.0,0.0,0.0,0.0
Wildenbruch,6.0,1.0,0.0,0.0
Will,5.0,0.0,0.0,0.0
Willer,47.0,10.0,0.0,0.0
Wilson,9.0,4.0,0.0,0.0
Wind1,19.0,3.0,0.0,0.0
Wingate,2.0,0.0,0.0,0.0
Wink,0.0,0.0,0.0,0.0
Winner,31.0,2.0,0.0,0.0
Winsome,0.0,0.0,0.0,0.0
Wiz,8.0,0.0,0.0,0.0
Wizer,17.0,4.0,0.0,0.0
Woldjo,4.0,0.0,0.0,0.0
Wolfy,0.0,0.0,0.0,0.0
Wolorz,8.0,0.0,0.0,0.0
Woody,1.0,0.0,0.0,0.0
Woolite,61.0,6.0,1.0,0.0
Worst,28.0,1.0,0.0,0.0
Worthless,8.0,1.0,0.0,0.0
Wos,0.0,0.0,0.0,0.0
WouLou,0.0,0.0,0.0,0.0
Wrongo,0.0,0.0,0.0,0.0
Wuanted,1.0,0.0,0.0,0.0
Wuis,0.0,0.0,0.0,0.0
Wunder,5.0,2.0,1.0,0.0
Xagog,28.0,3.0,0.0,0.0
Xavi,0.0,0.0,0.0,0.0
Xavian,1.0,0.0,0.0,0.0
Xay,5.0,2.0,0.0,0.0
Xayoo,6.0,1.0,0.0,0.0
XeRone,17.0,4.0,0.0,0.0
Xeanny,1.0,0.0,0.0,0.0
Xelar,1.0,1.0,0.0,0.0
Xen0gan,3.0,0.0,0.0,0.0
Xeonerr,26.0,1.0,0.0,0.0
XerRay,0.0,0.0,0.0,0.0
Xerxe,17.0,2.0,0.0,0.0
Xiang,0.0,0.0,0.0,0.0
Xiao,2.0,0.0,0.0,0.0
XiaoXiang,1.0,0.0,0.0,0.0
XiaoYang,0.0,0.0,0.0,0.0
Xiaohao,0.0,0.0,0.0,0.0
Xiaohu,0.0,0.0,0.0,0.0
Xiaomi,5.0,1.0,0.0,0.0
Xiaorui,1.0,0.0,0.0,0.0
Xiaoxia,0.0,0.0,0.0,0.0
Xiaoxu,0.0,0.0,0.0,0.0
Xico,9.0,1.0,1.0,0.0
Xicor,33.0,3.0,1.0,0.0
Xin,17.0,2.0,0.0,0.0
Xinshou1,2.0,0.0,0.0,0.0
XnS,28.0,8.0,2.0,0.0
Xun,0.0,0.0,0.0,0.0
YSKM,39.0,8.0,0.0,0.0
YYG MAO,16.0,1.0,0.0,0.0
YYG Magus,0.0,0.0,0.0,0.0
YYG Tory,6.0,0.0,0.0,0.0
YYG hourosummer,10.0,2.0,1.0,0.0
Yaavi,6.0,0.0,0.0,0.0
Yakkey,38.0,10.0,3.0,0.0
YamatoCannon,0.0,0.0,0.0,0.0
Yampi,14.0,1.0,0.0,0.0
Yanxiang,3.0,1.0,0.0,0.0
Yasikof,5.0,0.0,0.0,0.0
Ycx,0.0,0.0,0.0,0.0
YellowMoonkey,1.0,0.0,0.0,0.0
Yen,15.0,5.0,0.0,0.0
Yeon,54.0,14.0,2.0,0.0
Yerikan,0.0,0.0,0.0,0.0
Yike,22.0,5.0,2.0,0.0
Yoangi,11.0,3.0,0.0,0.0
Yohan,7.0,1.0,0.0,0.0
Yoshida,5.0,0.0,0.0,0.0
Young,3.0,0.0,0.0,0.0
YoungJae,51.0,11.0,2.0,0.0
Yuanyue,3.0,0.0,0.0,0.0
Yuhi,35.0,6.0,2.0,1.0
Yukin0,2.0,1.0,0.0,0.0
Yukina,0.0,0.0,0.0,0.0
Yukino,24.0,1.0,0.0,0.0
Yume,0.0,0.0,0.0,0.0
Yupps,9.0,1.0,0.0,0.0
Yur4ik,1.0,0.0,0.0,0.0
Yuri,5.0,1.0,0.0,0.0
Yuros,0.0,0.0,0.0,0.0
Yusah,8.0,3.0,1.0,1.0
Yuta,2.0,1.0,1.0,0.0
Yuu,15.0,2.0,1.0,0.0
Yuuji,6.0,2.0,0.0,0.0
ZOEN,13.0,3.0,0.0,0.0
ZUIAN,1.0,0.0,0.0,0.0
ZZG Rubyy,0.0,0.0,0.0,0.0
ZZG sall,0.0,0.0,0.0,0.0
ZaFiR,1.0,0.0,0.0,0.0
ZaZee,19.0,3.0,0.0,0.0
Zaiiche,2.0,0.0,0.0,0.0
Zamudo,11.0,5.0,1.0,0.0
Zankiller,5.0,2.0,0.0,0.0
Zanzarah,10.0,0.0,0.0,0.0
Zdz,0.0,0.0,0.0,0.0
Ze Luis,1.0,0.0,0.0,0.0
Zeka,60.0,13.0,4.0,2.0
ZekaS,11.0,0.0,0.0,0.0
Zekakos,0.0,0.0,0.0,0.0
Zelt,30.0,5.0,1.0,0.0
Zeniv,12.0,4.0,1.0,1.0
Zenoken,5.0,0.0,0.0,0.0
Zephyr,35.0,4.0,1.0,1.0
Zerberus,3.0,0.0,0.0,0.0
Zerito,2.0,0.0,0.0,0.0
Zero,6.0,2.0,0.0,0.0
Zeron,7.0,1.0,1.0,0.0
Zest,17.0,1.0,0.0,0.0
ZeuSs,3.0,1.0,1.0,0.0
Zeus,55.0,8.0,2.0,0.0
Zev,7.0,1.0,0.0,0.0
Zewih,39.0,3.0,0.0,0.0
Zeycce,0.0,0.0,0.0,0.0
Zeypher,5.0,1.0,1.0,0.0
Zeyzal,0.0,0.0,0.0,0.0
Zezin,1.0,0.0,0.0,0.0
