playername,cs_total,cspm,minionkills,monsterkills,games_played
Saber,17216.0,0.1416335592657766,16843.0,373,62
Sacre,14625.0,0.13727048818854454,14345.0,280,53
Sacura,81.0,0.016755130407542566,81.0,0,3
Sadaz,5732.0,0.1459397553587692,5700.0,32,20
Saethra,13505.0,0.12222326920887816,13294.0,211,57
Sahira,7604.0,0.1330395319593219,7543.0,61,30
Sahl,556.0,0.015858223563848427,550.0,6,18
Saifer,7784.0,0.13145206970006942,7474.0,310,30
Saii,8452.0,0.12454881057553564,7922.0,530,34
Sailuo,369.0,0.11131703015346145,368.0,1,2
Saint,8740.0,0.15054155789620075,8514.0,226,29
SaintSamson,3376.0,0.136934373719244,3310.0,66,14
Sala,1443.0,0.12587696997012338,1427.0,16,7
Salami,9178.0,0.14813863008488284,8752.0,426,33
Samikin,9124.0,0.135726081124098,8914.0,210,33
Samkz,2719.0,0.1164876828643987,246.0,2473,12
Samver,14823.0,0.15145089161683573,14065.0,758,56
SanSan,4559.0,0.10499150045093622,438.0,4121,23
Sangrod,2103.0,0.12495731302837217,2056.0,47,9
Santa,821.0,0.08440498035841139,107.0,714,5
Santorin,7425.0,0.10308059230669527,840.0,6585,37
Sapphire,305.0,0.09271169402491196,32.0,273,2
Sassappel,485.0,0.08814939262228882,45.0,440,3
Satan,3813.0,0.13804881930981988,3762.0,51,15
Sav1or,15596.0,0.15397693392967218,15064.0,532,52
Savero,13456.0,0.10199481311049456,1306.0,12150,72
Sawyor,496.0,0.12259944151778071,489.0,7,2
Sayn,13153.0,0.14680782803903425,12658.0,495,46
Scarpy,975.0,0.11899480933878082,963.0,12,4
Scars,1547.0,0.14548203652588393,1457.0,90,5
ScaryJerry,9556.0,0.15078879353280017,9270.0,286,32
ScienTrist,855.0,0.016942086917328018,843.0,12,26
Scorth,14269.0,0.15669917270264308,13663.0,606,45
Scout,29366.0,0.14118694585844954,28459.0,907,107
Scuffed,2005.0,0.13366345683781608,1977.0,28,9
SeMike,4147.0,0.1332775385036946,4065.0,82,17
SeTab,24382.0,0.13823798518227912,24143.0,239,94
Seal,1477.0,0.01719763623423293,1451.0,26,46
Sebekx,6154.0,0.14105888712454157,6092.0,62,23
Secrett,18715.0,0.14543965815621265,18140.0,575,69
Seebulabu,35.0,0.02037252619324796,35.0,0,1
Seeker,5279.0,0.1309442225719086,5160.0,119,21
Seelame,556.0,0.13578703137576714,520.0,36,2
Sehun,1495.0,0.13639009196626387,1442.0,53,6
Seiya,6678.0,0.13435082662232536,6497.0,181,25
Seize,2348.0,0.09971303408880548,231.0,2117,12
Sekkou,1125.0,0.012644745475488113,1098.0,27,49
Selxiss,1402.0,0.0982145533495832,177.0,1225,8
Sencux,12971.0,0.1386013624654416,12654.0,317,50
Send0o,15475.0,0.12051690899440648,15177.0,298,66
Seneca,1041.0,0.016967549986940476,1026.0,15,34
Senmary,2625.0,0.13208112624339294,2569.0,56,11
Seonwoo,15451.0,0.14517072117973512,15084.0,367,58
Septico1,18457.0,0.13429139138169136,18181.0,276,73
Serch,8321.0,0.14036084241595226,8201.0,120,32
SergMade,1124.0,0.14601242536587442,1115.0,9,4
SergiiO,608.0,0.14755695764859852,608.0,0,2
Serin,15923.0,0.14841915713334758,15436.0,487,54
Sertuss,20135.0,0.14453292969152612,19404.0,731,70
Sh0Fty,170.0,0.01619924184648032,158.0,12,5
Sh1vq,895.0,0.01949092980141495,889.0,6,26
Sh3ry,3558.0,0.07343202136586609,3438.0,120,25
Shack,3877.0,0.13629424007484245,3773.0,104,15
Shad0w,21265.0,0.1098456318366176,2540.0,18725,98
Shadow,3207.0,0.0176412405728291,3197.0,10,97
Shakur,3300.0,0.14856327710119396,3218.0,82,12
Shanks,50626.0,0.12981616181860106,39794.0,10832,199
Sharvel,18961.0,0.11040902140693536,2112.0,16849,87
Shavo,3819.0,0.11633563148603718,3768.0,51,16
Shawi,172.0,0.015014347912106485,172.0,0,6
ShazQ,11131.0,0.09346665542999216,1008.0,10123,61
Sheiden,7630.0,0.1104902454051415,674.0,6956,33
Shelfmade,19017.0,0.12396147290531193,18546.0,471,85
Sheo,9368.0,0.10706012461257278,961.0,8407,44
ShiauC,2639.0,0.017901356276216137,2589.0,50,85
Shift,12991.0,0.1035795118473342,1189.0,11802,67
Shiganari,16941.0,0.15080299328322325,16032.0,909,58
Shiina,6639.0,0.1072042064659554,737.0,5902,31
Shiku,1292.0,0.015892747883250437,1278.0,14,40
Shimmer,3104.0,0.09611018087981485,330.0,2774,16
ShinKalHee,840.0,0.10450995816745254,830.0,10,4
Shini,5446.0,0.10533022506705403,512.0,4934,26
Shizika,4029.0,0.12023915667227832,3995.0,34,20
Shizuki,9061.0,0.14380443500021997,8960.0,101,34
Shlatan,5568.0,0.09927698948875911,534.0,5034,29
Shogo,8807.0,0.15703893512451375,8471.0,336,30
Shogun,14342.0,0.1602380611378636,13703.0,639,46
Shoiti,398.0,0.02056683209888106,398.0,0,10
Shookz,5743.0,0.10909368806109644,586.0,5157,26
Should,1475.0,0.017244213816310586,1456.0,19,49
Shourdy,7139.0,0.1229082255838571,6986.0,153,30
ShowMaker,26041.0,0.14099412054092755,25326.0,715,94
Shredder,1235.0,0.016909531995146283,1231.0,4,38
Shu Hari,954.0,0.016450838396222547,944.0,10,29
Shunn,22814.0,0.15119863465439579,21972.0,842,83
Shy Carry,12338.0,0.14385344476224807,11868.0,470,44
Shyro,181.0,0.017906372882917677,181.0,0,6
Sidav,5372.0,0.14770805040581442,5127.0,245,19
Sign,748.0,0.13507600835477582,744.0,4,3
Sikterr,1106.0,0.09979893268189473,84.0,1022,6
Siler,7121.0,0.14670006808517294,6824.0,297,25
Silk,276.0,0.1607454863133372,265.0,11,1
Simpli,17765.0,0.14365620539431306,17249.0,516,63
Simpy,866.0,0.017396381897228533,856.0,10,25
Sined,2736.0,0.1318073018539388,2549.0,187,11
Sinmivak,11287.0,0.13121787166683624,11074.0,213,44
Sintax,2971.0,0.13760136509480442,2919.0,52,13
Sirinox,8871.0,0.1406871387013832,8613.0,258,31
SiroN1,1583.0,0.016424790253316265,1561.0,22,52
Sirotama,589.0,0.12075352672099915,578.0,11,3
SiuLoong,2035.0,0.01673482321978973,2026.0,9,63
Siwoo,24363.0,0.131977675786781,23353.0,1010,94
Six0x,3474.0,0.15804010070025665,3377.0,97,11
Six10,17670.0,0.1546875751513527,16893.0,777,62
Sjakal,3927.0,0.0944729048193699,484.0,3443,23
Skeanz,11090.0,0.10401257666357067,970.0,10120,54
Skeeto,4184.0,0.1321828384396284,4122.0,62,15
SkewMond,19011.0,0.11232123611841453,1906.0,17105,86
Skratt,399.0,0.07270368277772261,55.0,344,3
Skream,6772.0,0.1462965572576123,6348.0,424,24
Skude,3575.0,0.09306505999684409,335.0,3240,21
SkyK,8326.0,0.1422638501983844,8020.0,306,31
SkyMind,1585.0,0.12702477379038354,1568.0,17,7
Skyp,4922.0,0.14393766614885609,4780.0,142,18
Skyy,10243.0,0.13796570921483686,9982.0,261,37
Slayder,7165.0,0.15955941008352886,6942.0,223,23
Slayer,26759.0,0.1554322511879394,26127.0,632,89
SlayerSupr,963.0,0.10494151892838463,117.0,846,5
Sleepy,2583.0,0.1333109834360257,2565.0,18,10
Sleyer,6893.0,0.1311621385605997,6651.0,242,28
Slice,1388.0,0.11447772300386706,139.0,1249,6
Slide,4447.0,0.13883788334206157,4383.0,64,17
SlowQ,25057.0,0.14809239588600967,24529.0,528,86
Slowyng,1399.0,0.09176488248781814,128.0,1271,7
Slowz,6620.0,0.16102367632649203,6353.0,267,22
Slyv3r,2747.0,0.1309543262169617,2669.0,78,11
Sm0oZi,11032.0,0.15069910716405027,10795.0,237,38
Smarty,1173.0,0.019623679790222084,1159.0,14,35
Smash,27064.0,0.16218570993466289,25964.0,1100,86
Smiley,9597.0,0.15066321439570135,9103.0,494,33
Smurfe,14984.0,0.13114790246262104,14671.0,313,62
Sn1lle,8343.0,0.09860776778706902,928.0,7415,44
Snake,38.0,0.02402022756005057,38.0,0,1
Snaker,13365.0,0.15079870153726516,12942.0,423,46
SniIIer,727.0,0.017741252846103808,719.0,8,23
Sniper,9330.0,0.12332969549280984,9061.0,269,37
Snow,805.0,0.11891831762572648,797.0,8,4
Sobakk,928.0,0.01444855681773064,917.0,11,32
Sobek,1268.0,0.135250703848184,1254.0,14,5
Soboro,24470.0,0.12334945919458346,24098.0,372,106
Socrates,263.0,0.017830758242644525,263.0,0,8
Soft,12677.0,0.10002255772382583,1162.0,11515,69
Soge,550.0,0.12336264950301812,526.0,24,2
SoimuMIC,551.0,0.11031996144381022,551.0,0,3
Sojo,11363.0,0.10484698814267608,1480.0,9883,55
Sola,766.0,0.1212103997891868,745.0,21,3
Soldier,16006.0,0.15579385070096416,15447.0,559,54
Solid,12896.0,0.10358681029922923,1444.0,11452,69
Solokill,12479.0,0.12783145545652963,12061.0,418,49
Solorio,8021.0,0.13377582049136236,7726.0,295,31
Someone,8128.0,0.13353718946421578,7967.0,161,32
Sora,2357.0,0.1304213936954854,2286.0,71,9
Soraaa,1200.0,0.01574878499520157,1196.0,4,40
Soren,212.0,0.09443207126948774,23.0,189,1
Sorrow,3081.0,0.12917699522727882,3019.0,62,11
Sotsy,9537.0,0.11987854038321089,9391.0,146,41
Soul,379.0,0.014320726258234242,379.0,0,14
Souma,602.0,0.12202340483982109,602.0,0,3
Sounda,4508.0,0.09712486305800945,701.0,3807,22
Soweto,3001.0,0.10704309809662901,1153.0,1848,14
Space,9455.0,0.1444502589618161,9059.0,396,35
Sparda,11851.0,0.14099022516451995,11541.0,310,43
Sparz,1102.0,0.015017244383467677,1101.0,1,40
Spawn,2608.0,0.15802735056148254,2533.0,75,8
Speedy,1000.0,0.0649488660013301,350.0,650,8
Speedy1,111.0,0.016000618054848335,111.0,0,4
Spica,9027.0,0.11750003191600336,1238.0,7789,38
Spirax,7425.0,0.14319073020935794,7082.0,343,26
Sponge,17910.0,0.10497030361478529,1972.0,15938,86
Spooder,8920.0,0.11649876040741737,8776.0,144,39
Sprotte,3038.0,0.12340847240999792,2980.0,58,13
Spy,170.0,0.1043585021485574,35.0,135,1
Spyke,118.0,0.06937095825984715,117.0,1,1
Sriffow,1149.0,0.09888700552370021,96.0,1053,6
Srtty,8175.0,0.11958472999813437,8054.0,121,33
Ssaiko,733.0,0.08264385560603546,63.0,670,5
Staargazing,93.0,0.012810208777940785,93.0,0,4
Stalken,1890.0,0.1119604343990594,165.0,1725,9
StarScreen,9315.0,0.12621376785264476,9077.0,238,39
Starhide,386.0,0.01639755399057617,386.0,0,13
Starlit,25578.0,0.15092878137901727,24925.0,653,87
Starry,11605.0,0.15745717929609576,11194.0,411,39
Steeelback,1457.0,0.014428990293270829,1453.0,4,54
Steellar,1203.0,0.11479785868253106,1191.0,12,6
Stefan,11591.0,0.10831713887571372,1413.0,10178,58
Steller,3129.0,0.1330311863333776,3071.0,58,12
Stend,1543.0,0.017908281136136264,1538.0,5,44
StineR,7028.0,0.103534432489467,667.0,6361,33
Sting,9556.0,0.10256731114203366,1089.0,8467,46
StoRm,86.0,0.021427163076184516,86.0,0,2
Stookbeer,704.0,0.016795961488016573,692.0,12,22
Stormax,7543.0,0.09724691437160225,743.0,6800,39
Straka,3380.0,0.1316453914146856,3239.0,141,14
Strava,4326.0,0.1136178782418338,4285.0,41,21
Stray,6317.0,0.12489418313300656,6176.0,141,28
Strensh,10761.0,0.1518036307261342,10327.0,434,35
Striker,581.0,0.09303470676460963,105.0,476,3
Strode,20452.0,0.16214928237687432,19536.0,916,66
Stunt,401.0,0.02079471882587333,401.0,0,10
Sty1e,4863.0,0.1442502722229916,4635.0,228,17
Sudzzi,4999.0,0.13277491875077505,4934.0,65,20
Suffer,46.0,0.014872880625818458,46.0,0,2
Sully,773.0,0.11242252532986874,773.0,0,4
Summit,8599.0,0.13686362469966154,8520.0,79,33
Sun eater,8841.0,0.11556121436184924,8765.0,76,45
Sun1,762.0,0.11876378833887649,762.0,0,4
Sunblast,7311.0,0.1350167391405129,7123.0,188,27
Sunfry,747.0,0.014307794974932734,741.0,6,28
Sunleaf,3069.0,0.12940577224036354,2992.0,77,11
Supa,25768.0,0.16208731912939467,24555.0,1213,79
SuperCleber,9461.0,0.12564688619015604,9288.0,173,37
Surdinz,880.0,0.09793011655792444,878.0,2,5
Sushee,4439.0,0.14011294670925556,4286.0,153,16
Sven,413.0,0.1347616376018826,411.0,2,2
Sw3ry,1242.0,0.0139041870408868,1236.0,6,44
Sweeho,3853.0,0.12884666219677193,3802.0,51,15
SweetMilk,1121.0,0.019050776951654615,1113.0,8,32
SwiT,4022.0,0.11264270612226726,3995.0,27,18
Sword,11703.0,0.1350116086432266,11501.0,202,43
Sylvie,14317.0,0.10385244636880049,1428.0,12889,71
Syzyfek,18414.0,0.15061916583173843,17882.0,532,63
SzfyLan,223.0,0.019563877483037246,219.0,4,7
Szygenda,22008.0,0.13701199305099473,21668.0,340,77
TA0,325.0,0.09791045555448386,36.0,289,2
TB Inside,337.0,0.11801934097769869,329.0,8,2
TENG,302.0,0.02021129570794333,288.0,14,7
TF Blade,12137.0,0.12711687865177998,11943.0,194,48
TF Temper,741.0,0.13068765968026605,704.0,37,3
THG Alex2,247.0,0.13946922642574816,247.0,0,1
THG Soren2,170.0,0.09599096555618294,13.0,157,1
TIMR,1851.0,0.01706916830293958,1812.0,39,58
TNS,2256.0,0.019224778505033978,2239.0,17,65
TQ,289.0,0.016900345844188057,287.0,2,10
TSC Azu,344.0,0.1176721785960001,344.0,0,2
TSC Ninji,387.0,0.13356859860976017,387.0,0,2
TSC hammerul,236.0,0.08114279613769543,41.0,195,2
TT,10686.0,0.134541183050101,10497.0,189,42
Taba,6584.0,0.08844416410333449,670.0,5914,37
Taco,780.0,0.11016830522296564,770.0,10,4
Tactical,12971.0,0.15666265686286224,12338.0,633,42
Tada,2038.0,0.11052873006863062,2036.0,2,12
Taeyoon,33562.0,0.1502772436045327,32789.0,773,116
Tahahy,1353.0,0.019774965238076706,1331.0,22,37
Taicho,5376.0,0.11482480387566178,5283.0,93,26
Tails,248.0,0.12326043737574553,241.0,7,1
Taiyaki,930.0,0.014656867455356168,920.0,10,35
TakeSet,17969.0,0.1589859124840471,17274.0,695,53
Taki,1490.0,0.016811160791514415,1468.0,22,46
TalentLess,9709.0,0.1345351033823126,9505.0,204,38
Tamoz,6930.0,0.13189852976856387,6714.0,216,26
Tan0,151.0,0.0869815668202765,17.0,134,1
Tangyuan,9218.0,0.14721361874032063,8990.0,228,31
Tao,9541.0,0.13714846943704628,9384.0,157,36
Targamas,3479.0,0.018931762214802233,3475.0,4,93
Tarzan,31231.0,0.11130777516512295,2839.0,28392,144
Tasteless,1167.0,0.015675016252175166,1157.0,10,40
Tatsu,2052.0,0.1025127676263674,248.0,1804,11
Tatu,13480.0,0.11285535100092949,1667.0,11813,61
Taxvig,1796.0,0.08616150980207336,266.0,1530,11
Tayron,4336.0,0.11982798719565182,4302.0,34,20
Tayto,1549.0,0.1331066123479917,1534.0,15,6
Tazaku,899.0,0.15842020796611667,821.0,78,3
Tea0r,2466.0,0.11920642766960236,2430.0,36,11
TeaZing,101.0,0.015926882586051832,101.0,0,3
Techoteco,7681.0,0.0990047288021065,779.0,6902,39
Teddy,23368.0,0.15463136513791248,22435.0,933,76
Telas,776.0,0.018292270566357557,773.0,3,22
Tele,878.0,0.15283847846298723,855.0,23,3
Tempester,24853.0,0.14266844049684402,24515.0,338,89
TenT,11485.0,0.13673324343263357,11398.0,87,43
Tenacity,2219.0,0.13467766184494878,2164.0,55,8
Tenshi,2785.0,0.131763203566304,2742.0,43,11
Termo,503.0,0.1430688519172579,498.0,5,2
Thanatos,14235.0,0.14123922194758556,13854.0,381,51
ThayT,1777.0,0.09686344655053566,206.0,1571,9
Thayger,18665.0,0.1096748692414001,1998.0,16667,89
The Mountain,6212.0,0.11714485193767722,6148.0,64,28
TheGreatGary,5329.0,0.12459388904122619,5290.0,39,22
TheHank,256.0,0.018716990075436635,250.0,6,7
TheSerius,6675.0,0.1144384668102176,6542.0,133,31
TheShy,27305.0,0.12669494238850704,26652.0,653,107
Theocacs,13352.0,0.09650238241029441,1277.0,12075,70
Thien,3282.0,0.12032350619529031,3258.0,24,14
Thomas,1588.0,0.016941315382520927,1570.0,18,50
Thominhas,256.0,0.015786334652628835,256.0,0,9
Thor,739.0,0.14328914649909588,731.0,8,3
Thorfin,851.0,0.09306183496340895,113.0,738,5
Thoryn,2367.0,0.13231264370445933,2344.0,23,9
Thumb,701.0,0.020307507229233215,699.0,2,19
ThunderPeng,156.0,0.01572931901076363,152.0,4,5
Tian,24042.0,0.1136222135280859,2610.0,21432,107
Tianzhen,2548.0,0.11111572003636691,241.0,2307,13
Tibor,12877.0,0.1363028610561057,12544.0,333,49
Tide,734.0,0.14112726139845214,705.0,29,3
Tiesel,188.0,0.1172069825436409,188.0,0,1
Tiger,57.0,0.01743855167932603,57.0,0,2
Tigrot,477.0,0.016783313002597184,465.0,12,15
Tima,3655.0,0.10809522205432048,434.0,3221,18
Time,10731.0,0.11386667691267034,980.0,9751,50
Tiphat,5125.0,0.1043767412137002,550.0,4575,26
TitaN,16196.0,0.1634535791494893,15410.0,786,48
Tiwaz,77.0,0.020122485647325203,73.0,4,2
Toasty,5145.0,0.1380767512014806,5018.0,127,19
Toayin,53.0,0.018978989790821073,53.0,0,2
Tobi,1055.0,0.09181788622051609,103.0,952,7
Tochas,992.0,0.017776452873682305,986.0,6,29
Tockimo,2304.0,0.015155765627797376,2262.0,42,78
Today,321.0,0.0187247794110558,299.0,22,9
Toffe,7965.0,0.14134374149094991,7816.0,149,29
TolanD,4698.0,0.14004428328598378,4608.0,90,16
Tomio,9272.0,0.1124924320599428,1040.0,8232,42
Tommy,287.0,0.10564481012822763,48.0,239,2
Tomo,11116.0,0.15252204923158336,10826.0,290,35
Tomrio,7763.0,0.10933453168798946,845.0,6918,37
Tomson,479.0,0.13358595617835578,479.0,0,2
ToongE,19948.0,0.1484878877881248,19242.0,706,69
TopLop,1285.0,0.018797540155764347,1275.0,10,35
Torak,2585.0,0.15272214239684817,2483.0,102,9
Tore,417.0,0.01774096192157036,399.0,18,12
Tory,3018.0,0.11710470905059454,2985.0,33,14
Totoro,56.0,0.01567477611348106,56.0,0,2
Toumes,9936.0,0.1239634029298169,9746.0,190,43
Toxy,734.0,0.10914951811344291,730.0,4,4
Tozue,182.0,0.11304347826086956,182.0,0,1
Tracyn,20907.0,0.13794608919683599,20425.0,482,80
Trashy,326.0,0.09232467520731996,30.0,296,2
Treatz,1173.0,0.013726502793307772,1162.0,11,45
Trick,358.0,0.08714126239042408,38.0,320,2
Trigger,16391.0,0.15795619577159944,15621.0,770,58
Trigo,13737.0,0.1458726968072415,13183.0,554,46
Trila,12510.0,0.09720293926658974,1446.0,11064,68
Tropy16,9244.0,0.12734613608448422,8868.0,376,38
Trymbi,1306.0,0.017206474830829228,1275.0,31,39
Tsiperakos,14622.0,0.12903204959405493,14367.0,255,59
Tuercas,3590.0,0.1158966620291631,3530.0,60,16
Tumay,3289.0,0.09939228193789076,345.0,2944,17
Turtle,2720.0,0.11870160450891849,2698.0,22,12
Tutsz,16830.0,0.14105887098988787,16555.0,275,61
Twendddy,546.0,0.11519646088055184,536.0,10,3
Twiizt,1370.0,0.015787147557394788,1358.0,12,43
Ty,1179.0,0.10745888027841975,132.0,1047,6
Typhoon,11765.0,0.10387879929068118,1387.0,10378,60
Tyr,353.0,0.014602958726166404,349.0,4,13
Tyrion,1840.0,0.10994243615533361,220.0,1620,10
Tyrone,1895.0,0.1446940364890065,1837.0,58,8
UNF0RGIVEN,12576.0,0.1593636662885451,12039.0,537,40
Ucal,23895.0,0.15274889580750994,23423.0,472,79
UmTi,8340.0,0.10457485995717368,952.0,7388,41
Unchained,1403.0,0.1509191065859446,1327.0,76,5
Undefined,955.0,0.01574331919647786,950.0,5,32
Unforgiven,3823.0,0.09786696271324136,469.0,3354,20
Unicow,2802.0,0.1469933793889343,2714.0,88,10
UniqueCORN,10094.0,0.14297846742979162,9803.0,291,36
Unkn0wn5,17872.0,0.15360616626616005,17072.0,800,59
Upset,20002.0,0.1594260911998606,18707.0,1295,64
Urban,805.0,0.02093586288950558,803.0,2,20
Urgaleex,6183.0,0.13124299800392866,6067.0,116,24
V1dde,225.0,0.14249525015832806,221.0,4,1
V1per,2742.0,0.14405379111635053,2544.0,198,10
VEL BEEHIV3,2102.0,0.12405090147371688,2070.0,32,9
VEL Lambda,1975.0,0.1155612990386683,1945.0,30,9
VEL Skinny,1424.0,0.08520927142511385,177.0,1247,9
VEL fuki,269.0,0.016338928105304833,268.0,1,9
VEL tetu,2508.0,0.1466604347269848,2453.0,55,9
VER Tayron,357.0,0.11663531825759843,357.0,0,2
VG Misuop,119.0,0.01547178973295929,119.0,0,4
VG dd1,864.0,0.10951910419971068,109.0,755,4
VG thoc,1059.0,0.13367870519522135,997.0,62,4
VK EMPTY2,135.0,0.01441326412988279,135.0,0,5
VK Eria,550.0,0.05878797230661557,550.0,0,5
VK Fantasyleaf,4256.0,0.125702045064246,4189.0,67,18
VK Jmicta,6490.0,0.09315602401707232,851.0,5639,37
VK Sag1rii,185.0,0.01507123196851577,185.0,0,6
VK motimotti11,10198.0,0.14209135334753195,9861.0,337,38
VK peakey,255.0,0.014509959131438136,251.0,4,10
VK udon,2088.0,0.10453100193667372,2052.0,36,10
VK velbellys,8064.0,0.12498299986727375,7983.0,81,34
VLY Ryo,1243.0,0.11984135976881527,138.0,1105,6
VLY hachim1,614.0,0.11767445630225891,41.0,573,3
VLY tetu,612.0,0.1304202381363909,604.0,8,3
VOPI,704.0,0.1139180519238035,704.0,0,4
VR Alucard,537.0,0.10509316076483628,537.0,0,3
VR HighPing,661.0,0.1359226026424648,649.0,12,3
VR Omen,612.0,0.1155080964495155,589.0,23,3
VT Magus,494.0,0.01779583316150363,485.0,9,15
VT Nangning,3741.0,0.10963945908480235,3705.0,36,18
VT saru,4021.0,0.11819345353963401,3964.0,57,18
VaSKED,940.0,0.018089828769833564,932.0,8,26
Valehir,251.0,0.01850037905384693,251.0,0,7
Valenjin,119.0,0.013585613261968022,119.0,0,5
Vampire,3594.0,0.016246518490281255,3568.0,26,116
Van,5419.0,0.11440626408651539,571.0,4848,27
Vander,470.0,0.015873905731525504,467.0,3,15
Vares,3278.0,0.13243105297664176,3199.0,79,14
Varin,428.0,0.017229092672685027,420.0,8,14
Varry,11157.0,0.14365760300622846,10954.0,203,39
Vasco,20017.0,0.14555581046008484,19491.0,526,74
Vaynedeta,16880.0,0.1571631499646615,15953.0,927,57
Vayzer,365.0,0.13099249466872226,365.0,0,2
VeRu,1046.0,0.1293595526651569,1042.0,4,5
Veignorem,1867.0,0.01741496126660532,1844.0,23,53
Velja,17048.0,0.11053400059354272,1837.0,15211,82
Venour,19100.0,0.134145104118576,18594.0,506,75
Verdes,1494.0,0.12893988951690832,1461.0,33,7
Vertigo,12604.0,0.14026124178564708,12209.0,395,45
Vetheo,17484.0,0.15167552970180445,16913.0,571,55
VfB Baumi,716.0,0.12596097019874508,712.0,4,3
VicLa,20011.0,0.13952730782606115,19528.0,483,76
Viciun,1603.0,0.03777246656173227,1571.0,32,22
VietThanh,1555.0,0.12510118414923185,1515.0,40,7
Vigil,11079.0,0.14049340234794194,10712.0,367,43
Vikes,870.0,0.13167297365650507,857.0,13,4
Vin,9373.0,0.1477941775459216,9122.0,251,34
Vincenzo,23470.0,0.11388722879365308,2392.0,21078,107
Vinicete,972.0,0.08812207744594569,92.0,880,6
Violet,5019.0,0.15042241115635288,4971.0,48,18
Viper,36272.0,0.15724380455319129,34206.0,2066,119
VirusFx,8951.0,0.14371118515742867,8582.0,369,32
Visdom,2341.0,0.016552147697439,2327.0,14,75
Vit,2534.0,0.13635932257805006,2450.0,84,10
Vizicsacsi,13987.0,0.13027979542368376,13489.0,498,56
Vizzpers,4614.0,0.13968164718949086,4480.0,134,18
Vladi,27066.0,0.1476415360775784,26024.0,1042,93
Vlaren,2028.0,0.034364963638837634,1046.0,982,33
Vodin,5189.0,0.1351365236141158,5110.0,79,21
Void,1268.0,0.14637214488673642,1242.0,26,5
Vojtus,408.0,0.13453630794213822,408.0,0,2
Vulcan,1691.0,0.01689407989311469,1676.0,15,51
Vuxan,2211.0,0.09362341112402325,295.0,1916,14
Vyctor,6395.0,0.13900862490896923,6170.0,225,24
Vzz,17855.0,0.15582130662898258,17028.0,827,62
WAP Pinut,205.0,0.14780100937274693,201.0,4,1
WAP Trick5ht,156.0,0.11247296322999278,154.0,2,1
WAP Xia0,15.0,0.010814708002883922,15.0,0,1
WARANGELUS,6434.0,0.14014949933993795,6194.0,240,23
WCD,763.0,0.12256986875014975,747.0,16,3
WNTR,8838.0,0.1271093911004312,8729.0,109,38
WP rcg,930.0,0.13922151694554297,871.0,59,3
WT whisper,409.0,0.1195158579000542,55.0,354,2
WachonBB,40.0,0.013001145475372278,40.0,0,2
Wako,11986.0,0.1534953075486051,11695.0,291,39
WalliR,16262.0,0.1378941456688056,15969.0,293,65
Wamu,8938.0,0.12925599756902398,8791.0,147,36
WarShogun,297.0,0.11581561445666158,62.0,235,2
Warner,12057.0,0.14768556381209139,11678.0,379,41
Warrior,3504.0,0.12315885776677821,3378.0,126,15
Washidai,11778.0,0.12976361164888647,11425.0,353,53
Wasteland,2461.0,0.1248035423633628,2455.0,6,11
Waterbender,2498.0,0.13921016897653654,2443.0,55,9
Watket,269.0,0.01647688786662554,269.0,0,8
Way,2740.0,0.015879463423447482,2710.0,30,91
Wayne,25328.0,0.14709960020291005,24749.0,579,87
WeeDnek,1719.0,0.07999969744689171,179.0,1540,14
Wei,13861.0,0.10370467387456601,1337.0,12524,69
Weiwei,3229.0,0.10602746908571341,292.0,2937,16
Weizhe,13576.0,0.1340455566046053,13236.0,340,55
Wenbo,877.0,0.11581378197347528,871.0,6,4
Wendel,422.0,0.017730771834847225,420.0,2,13
Wenjian,1236.0,0.09315643300817517,104.0,1132,8
Whale,897.0,0.12719972362028742,869.0,28,4
Whip,14720.0,0.11942454863275295,14518.0,202,65
Whistle,12341.0,0.14549152592168607,12178.0,163,47
White,12390.0,0.09988901462007674,1400.0,10990,63
WhiteKnight,22733.0,0.11909525654105843,22548.0,185,100
Whynot,1522.0,0.09359112751506533,138.0,1384,9
Whyx,466.0,0.014663588520820173,466.0,0,15
Wicked,10801.0,0.1294434879062516,10592.0,209,42
Wiker,500.0,0.12859052621616507,496.0,4,2
Wildenbruch,2370.0,0.015776761203817824,2358.0,12,77
Will,2821.0,0.09811373247096136,346.0,2475,15
Willer,15852.0,0.11743882955295008,1749.0,14103,71
Wilson,8926.0,0.1005738301403433,934.0,7992,44
Wind1,10593.0,0.1257074517016901,10462.0,131,44
Wingate,1256.0,0.08253452718590934,414.0,842,8
Wink,1724.0,0.0174128921194953,1707.0,17,50
Winner,19147.0,0.10555288907395263,1900.0,17247,95
Winsome,670.0,0.017289688065419452,658.0,12,19
Wiz,7322.0,0.10295482872115719,914.0,6408,35
Wizer,12791.0,0.13018606096028315,12355.0,436,48
Woldjo,3742.0,0.09823845273399397,358.0,3384,21
Wolfy,800.0,0.14736380005958247,790.0,10,3
Wolorz,4459.0,0.1449314711850103,4363.0,96,17
Woody,2492.0,0.018108305814339812,2460.0,32,71
Woolite,21836.0,0.15095456928248485,20750.0,1086,77
Worst,6438.0,0.13371013201433643,6235.0,203,26
Worthless,3358.0,0.14151733618985876,3189.0,169,12
Wos,259.0,0.015180895086836047,257.0,2,9
WouLou,206.0,0.128428927680798,198.0,8,1
Wrongo,505.0,0.01661404425617685,505.0,0,16
Wuanted,1698.0,0.09519494021417026,157.0,1541,9
Wuis,1443.0,0.014771809437255881,1419.0,24,51
